"capability","source","line"
"projects.design_applicability.manage","server/src/routes/projects.ts","2085"
"projects.design_applicability.quality_decide","client/src/components/projects/P2V2DesignApplicability.tsx","147"
"projects.design_applicability.quality_decide","migrations/0203_project_design_applicability_decisions.sql","54"
"projects.design_applicability.quality_decide","migrations/0203_project_design_applicability_decisions.sql","63"
"projects.design_applicability.quality_decide","server/src/routes/projects.ts","2057"
"projects.p2_demand_planning.view","migrations/0265_p2_demand_planning_foundation.sql","173"
"projects.p2_demand_planning.view","migrations/0265_p2_demand_planning_foundation.sql","181"
"projects.p2_demand_planning.view","migrations/0265_p2_demand_planning_foundation.sql","183"
"projects.p2_demand_planning.view","migrations/0265_p2_demand_planning_foundation.sql","185"
"projects.p2_demand_planning.view","server/src/routes/p2DemandQuantity.ts","135"
"projects.p2_demand_quantity.change","migrations/0262_p2_customer_demand_quantity_ledger.sql","121"
"projects.p2_demand_quantity.change","migrations/0262_p2_customer_demand_quantity_ledger.sql","130"
"projects.p2_demand_quantity.change","server/src/routes/p2DemandQuantity.ts","101"
"projects.p2_demand_quantity.view","migrations/0262_p2_customer_demand_quantity_ledger.sql","119"
"projects.p2_demand_quantity.view","migrations/0262_p2_customer_demand_quantity_ledger.sql","130"
"projects.p2_demand_quantity.view","migrations/0262_p2_customer_demand_quantity_ledger.sql","132"
"projects.p2_demand_quantity.view","server/src/routes/p2DemandQuantity.ts","88"
"projects.p2_handoff.release","migrations/0255_p2_v2_definition_v3_handoff.sql","37"
"projects.p2_handoff.release","migrations/0255_p2_v2_definition_v3_handoff.sql","42"
"projects.p2_handoff.release","server/__tests__/projectP2Handoff.test.ts","60"
"projects.p2_handoff.release","server/src/routes/projectP2Handoff.ts","51"
"projects.p2_part_classification.manage","migrations/0265_p2_demand_planning_foundation.sql","174"
"projects.p2_part_classification.manage","migrations/0265_p2_demand_planning_foundation.sql","181"
"projects.p2_part_classification.manage","migrations/0265_p2_demand_planning_foundation.sql","183"
"projects.p2_part_classification.manage","server/src/routes/p2DemandQuantity.ts","158"
"projects.p2_part_classification.release","migrations/0265_p2_demand_planning_foundation.sql","175"
"projects.p2_part_classification.release","migrations/0265_p2_demand_planning_foundation.sql","181"
"projects.p2_part_classification.release","migrations/0265_p2_demand_planning_foundation.sql","183"
"projects.p2_part_classification.release","server/src/routes/p2DemandQuantity.ts","190"
"projects.pilot_v2.issue_manage","migrations/0232_p2_v2_controlled_pilot_readiness.sql","201"
"projects.pilot_v2.issue_manage","migrations/0232_p2_v2_controlled_pilot_readiness.sql","209"
"projects.pilot_v2.issue_manage","server/src/capabilities.ts","219"
"projects.pilot_v2.issue_manage","server/src/routes/projectPilotControl.ts","301"
"projects.pilot_v2.issue_manage","server/src/routes/projectPilotControl.ts","350"
"projects.pilot_v2.issue_manage","server/src/routes/projectPilotControl.ts","372"
"projects.pilot_v2.manage","migrations/0232_p2_v2_controlled_pilot_readiness.sql","196"
"projects.pilot_v2.manage","migrations/0232_p2_v2_controlled_pilot_readiness.sql","213"
"projects.pilot_v2.manage","server/src/capabilities.ts","214"
"projects.pilot_v2.manage","server/src/routes/projectPilotControl.ts","164"
"projects.pilot_v2.manage","server/src/routes/projectPilotControl.ts","203"
"projects.pilot_v2.manage","server/src/routes/projectPilotControl.ts","247"
"projects.pilot_v2.manage","server/src/routes/projectPilotControl.ts","400"
"projects.pilot_v2.operations_approve","migrations/0232_p2_v2_controlled_pilot_readiness.sql","198"
"projects.pilot_v2.operations_approve","migrations/0232_p2_v2_controlled_pilot_readiness.sql","211"
"projects.pilot_v2.operations_approve","server/src/capabilities.ts","216"
"projects.pilot_v2.operations_approve","server/src/routes/projectPilotControl.ts","257"
"projects.pilot_v2.pm_approve","migrations/0232_p2_v2_controlled_pilot_readiness.sql","199"
"projects.pilot_v2.pm_approve","migrations/0232_p2_v2_controlled_pilot_readiness.sql","213"
"projects.pilot_v2.pm_approve","server/src/capabilities.ts","217"
"projects.pilot_v2.pm_approve","server/src/routes/projectPilotControl.ts","258"
"projects.pilot_v2.quality_approve","migrations/0232_p2_v2_controlled_pilot_readiness.sql","197"
"projects.pilot_v2.quality_approve","migrations/0232_p2_v2_controlled_pilot_readiness.sql","209"
"projects.pilot_v2.quality_approve","server/src/capabilities.ts","215"
"projects.pilot_v2.quality_approve","server/src/routes/projectPilotControl.ts","256"
"projects.pilot_v2.rollout_approve","migrations/0232_p2_v2_controlled_pilot_readiness.sql","200"
"projects.pilot_v2.rollout_approve","server/src/capabilities.ts","218"
"projects.pilot_v2.rollout_approve","server/src/routes/projectPilotControl.ts","259"
"projects.pilot_v2.rollout_approve","server/src/routes/projectPilotControl.ts","291"
"projects.pilot_v2.rollout_approve","server/src/routes/projectPilotControl.ts","300"
"projects.pilot_v2.rollout_approve","server/src/routes/projectPilotControl.ts","302"
"projects.pilot_v2.rollout_approve","server/src/routes/projectPilotControl.ts","303"
"projects.pilot_v2.rollout_approve","server/src/routes/projectPilotControl.ts","304"
"projects.pilot_v2.training_record","migrations/0232_p2_v2_controlled_pilot_readiness.sql","202"
"projects.pilot_v2.training_record","server/src/capabilities.ts","220"
"projects.pilot_v2.training_record","server/src/routes/projectPilotControl.ts","232"
"projects.pilot_v2.view","client/src/__tests__/P2V2PilotControlCenter.component.test.tsx","70"
"projects.pilot_v2.view","client/src/components/projects/P2V2PilotControlCenter.tsx","76"
"projects.pilot_v2.view","migrations/0232_p2_v2_controlled_pilot_readiness.sql","195"
"projects.pilot_v2.view","migrations/0232_p2_v2_controlled_pilot_readiness.sql","209"
"projects.pilot_v2.view","migrations/0232_p2_v2_controlled_pilot_readiness.sql","211"
"projects.pilot_v2.view","migrations/0232_p2_v2_controlled_pilot_readiness.sql","213"
"projects.pilot_v2.view","server/src/capabilities.ts","213"
"projects.pilot_v2.view","server/src/routes/projectPilotControl.ts","124"
"projects.pilot_v2.view","server/src/routes/projectPilotControl.ts","133"
"projects.preproduction.engineering_decide","migrations/0210_project_preproduction_readiness.sql","91"
"projects.preproduction.engineering_decide","migrations/0210_project_preproduction_readiness.sql","104"
"projects.preproduction.engineering_decide","server/src/routes/projectPreproductionReadiness.ts","202"
"projects.preproduction.finance_decide","migrations/0210_project_preproduction_readiness.sql","95"
"projects.preproduction.finance_decide","migrations/0210_project_preproduction_readiness.sql","108"
"projects.preproduction.finance_decide","server/src/routes/projectPreproductionReadiness.ts","210"
"projects.preproduction.manage","migrations/0210_project_preproduction_readiness.sql","89"
"projects.preproduction.manage","migrations/0210_project_preproduction_readiness.sql","103"
"projects.preproduction.manage","server/src/routes/projectPreproductionReadiness.ts","137"
"projects.preproduction.manage","server/src/routes/projectPreproductionReadiness.ts","153"
"projects.preproduction.manage","server/src/routes/projectPreproductionReadiness.ts","170"
"projects.preproduction.manage","server/src/routes/projectPreproductionReadiness.ts","186"
"projects.preproduction.manage","server/src/routes/projectPreproductionReadiness.ts","236"
"projects.preproduction.manage","server/src/routes/projectPreproductionReadiness.ts","252"
"projects.preproduction.operations_decide","migrations/0210_project_preproduction_readiness.sql","93"
"projects.preproduction.operations_decide","migrations/0210_project_preproduction_readiness.sql","106"
"projects.preproduction.operations_decide","server/src/routes/projectPreproductionReadiness.ts","204"
"projects.preproduction.pm_decide","migrations/0210_project_preproduction_readiness.sql","90"
"projects.preproduction.pm_decide","migrations/0210_project_preproduction_readiness.sql","103"
"projects.preproduction.pm_decide","server/src/routes/projectPreproductionReadiness.ts","201"
"projects.preproduction.quality_decide","migrations/0210_project_preproduction_readiness.sql","92"
"projects.preproduction.quality_decide","migrations/0210_project_preproduction_readiness.sql","105"
"projects.preproduction.quality_decide","server/src/routes/projectPreproductionReadiness.ts","203"
"projects.preproduction.supply_chain_decide","migrations/0210_project_preproduction_readiness.sql","94"
"projects.preproduction.supply_chain_decide","migrations/0210_project_preproduction_readiness.sql","107"
"projects.preproduction.supply_chain_decide","server/src/routes/projectPreproductionReadiness.ts","208"
"projects.production_launch.launch","migrations/0210_project_preproduction_readiness.sql","97"
"projects.production_launch.launch","migrations/0210_project_preproduction_readiness.sql","106"
"projects.production_launch.launch","server/__tests__/componentTravelerProvisioningFoundation.test.ts","22"
"projects.production_launch.launch","server/__tests__/p2ProductionLaunchPersistenceFoundation.test.ts","124"
"projects.production_launch.launch","server/__tests__/productionExecutionAuthorizationFoundation.test.ts","29"
"projects.production_launch.launch","server/__tests__/productionLaunchPreviewRoute.test.ts","127"
"projects.production_launch.launch","server/__tests__/productionOrderProvisioningFoundation.test.ts","33"
"projects.production_launch.launch","server/__tests__/serializedUnitProvisioningFoundation.test.ts","30"
"projects.production_launch.launch","server/__tests__/simpleManufacturingWorkOrderAction.test.ts","28"
"projects.production_launch.launch","server/__tests__/travelerProvisioningFoundation.test.ts","27"
"projects.production_launch.launch","server/__tests__/workOrderProvisioningFoundation.test.ts","16"
"projects.production_launch.launch","server/src/routes/projectPreproductionReadiness.ts","294"
"projects.production_launch.launch","server/src/routes/projectProductionPlanning.ts","238"
"projects.production_launch.launch","server/src/routes/projectProductionPlanning.ts","254"
"projects.production_launch.launch","server/src/routes/projectProductionPlanning.ts","271"
"projects.production_launch.launch","server/src/routes/projectProductionPlanning.ts","290"
"projects.production_launch.launch","server/src/routes/projectProductionPlanning.ts","308"
"projects.production_launch.launch","server/src/routes/projectProductionPlanning.ts","325"
"projects.production_launch.launch","server/src/routes/projectProductionPlanning.ts","344"
"projects.production_launch.launch","server/src/routes/projectProductionPlanning.ts","392"
"projects.production_planning.engineering_decide","client/src/__tests__/P2V2ProductionPlanning.component.test.tsx","152"
"projects.production_planning.engineering_decide","migrations/0204_project_production_plans.sql","108"
"projects.production_planning.engineering_decide","migrations/0204_project_production_plans.sql","116"
"projects.production_planning.engineering_decide","server/src/routes/projectProductionPlanning.ts","469"
"projects.production_planning.manage","client/src/__tests__/P2V2ProductionPlanning.component.test.tsx","151"
"projects.production_planning.manage","client/src/components/projects/P2V2ProductionPlanning.tsx","142"
"projects.production_planning.manage","migrations/0204_project_production_plans.sql","107"
"projects.production_planning.manage","migrations/0204_project_production_plans.sql","115"
"projects.production_planning.manage","migrations/0204_project_production_plans.sql","116"
"projects.production_planning.manage","server/__tests__/productionLaunchPreviewRoute.test.ts","91"
"projects.production_planning.manage","server/src/routes/projectProductionPlanning.ts","228"
"projects.production_planning.manage","server/src/routes/projectProductionPlanning.ts","410"
"projects.production_planning.manage","server/src/routes/projectProductionPlanning.ts","429"
"projects.production_planning.manage","server/src/routes/projectProductionPlanning.ts","440"
"projects.production_planning.manage","server/src/routes/projectProductionPlanning.ts","459"
"projects.production_planning.manage","server/src/routes/projectProductionPlanning.ts","506"
"projects.production_planning.operations_decide","client/src/__tests__/P2V2ProductionPlanning.component.test.tsx","154"
"projects.production_planning.operations_decide","migrations/0204_project_production_plans.sql","110"
"projects.production_planning.operations_decide","migrations/0204_project_production_plans.sql","118"
"projects.production_planning.operations_decide","server/src/routes/projectProductionPlanning.ts","479"
"projects.production_planning.quality_decide","client/src/__tests__/P2V2ProductionPlanning.component.test.tsx","153"
"projects.production_planning.quality_decide","migrations/0204_project_production_plans.sql","109"
"projects.production_planning.quality_decide","migrations/0204_project_production_plans.sql","117"
"projects.production_planning.quality_decide","server/src/routes/projectProductionPlanning.ts","474"
"projects.production_release.approve","migrations/0210_project_preproduction_readiness.sql","96"
"projects.production_release.approve","migrations/0210_project_preproduction_readiness.sql","103"
"projects.production_release.approve","server/__tests__/projectP2Handoff.test.ts","61"
"projects.production_release.approve","server/src/routes/projectP2Handoff.ts","98"
"projects.production_release.approve","server/src/routes/projectPreproductionReadiness.ts","273"
"projects.production_stage.engineering_decide","migrations/0220_p2_v2_production_execution.sql","126"
"projects.production_stage.engineering_decide","migrations/0220_p2_v2_production_execution.sql","139"
"projects.production_stage.engineering_decide","server/src/routes/projectProductionExecution.ts","189"
"projects.production_stage.hold","migrations/0220_p2_v2_production_execution.sql","121"
"projects.production_stage.hold","migrations/0220_p2_v2_production_execution.sql","133"
"projects.production_stage.hold","server/src/routes/projectProductionExecution.ts","245"
"projects.production_stage.manage","migrations/0220_p2_v2_production_execution.sql","120"
"projects.production_stage.manage","migrations/0220_p2_v2_production_execution.sql","133"
"projects.production_stage.manage","server/src/routes/projectProductionExecution.ts","135"
"projects.production_stage.manage","server/src/routes/projectProductionExecution.ts","146"
"projects.production_stage.manage","server/src/routes/projectProductionExecution.ts","164"
"projects.production_stage.manage","server/src/routes/projectProductionExecution.ts","220"
"projects.production_stage.operations_decide","migrations/0220_p2_v2_production_execution.sql","123"
"projects.production_stage.operations_decide","migrations/0220_p2_v2_production_execution.sql","134"
"projects.production_stage.operations_decide","server/src/routes/projectProductionExecution.ts","179"
"projects.production_stage.pm_decide","migrations/0220_p2_v2_production_execution.sql","125"
"projects.production_stage.pm_decide","migrations/0220_p2_v2_production_execution.sql","137"
"projects.production_stage.pm_decide","server/src/routes/projectProductionExecution.ts","184"
"projects.production_stage.quality_decide","migrations/0220_p2_v2_production_execution.sql","124"
"projects.production_stage.quality_decide","migrations/0220_p2_v2_production_execution.sql","136"
"projects.production_stage.quality_decide","server/src/routes/projectProductionExecution.ts","180"
"projects.production_stage.release_hold","migrations/0220_p2_v2_production_execution.sql","122"
"projects.production_stage.release_hold","migrations/0220_p2_v2_production_execution.sql","136"
"projects.production_stage.release_hold","server/src/routes/projectProductionExecution.ts","265"
"projects.quality_release.hold","migrations/0222_p2_v2_quality_product_release.sql","145"
"projects.quality_release.hold","migrations/0222_p2_v2_quality_product_release.sql","154"
"projects.quality_release.hold","server/src/routes/projectQualityRelease.ts","261"
"projects.quality_release.manage","migrations/0222_p2_v2_quality_product_release.sql","140"
"projects.quality_release.manage","migrations/0222_p2_v2_quality_product_release.sql","153"
"projects.quality_release.manage","server/src/routes/projectQualityRelease.ts","145"
"projects.quality_release.manage","server/src/routes/projectQualityRelease.ts","159"
"projects.quality_release.manage","server/src/routes/projectQualityRelease.ts","201"
"projects.quality_release.operations_decide","migrations/0222_p2_v2_quality_product_release.sql","142"
"projects.quality_release.operations_decide","migrations/0222_p2_v2_quality_product_release.sql","157"
"projects.quality_release.operations_decide","server/src/routes/projectQualityRelease.ts","168"
"projects.quality_release.pm_decide","migrations/0222_p2_v2_quality_product_release.sql","143"
"projects.quality_release.pm_decide","migrations/0222_p2_v2_quality_product_release.sql","159"
"projects.quality_release.pm_decide","server/src/routes/projectQualityRelease.ts","172"
"projects.quality_release.quality_decide","migrations/0222_p2_v2_quality_product_release.sql","141"
"projects.quality_release.quality_decide","migrations/0222_p2_v2_quality_product_release.sql","153"
"projects.quality_release.quality_decide","server/src/routes/projectQualityRelease.ts","167"
"projects.quality_release.release_hold","migrations/0222_p2_v2_quality_product_release.sql","146"
"projects.quality_release.release_hold","migrations/0222_p2_v2_quality_product_release.sql","155"
"projects.quality_release.release_hold","server/src/routes/projectQualityRelease.ts","277"
"projects.quality_release.release_product","migrations/0222_p2_v2_quality_product_release.sql","144"
"projects.quality_release.release_product","migrations/0222_p2_v2_quality_product_release.sql","154"
"projects.quality_release.release_product","server/__tests__/projectQualityRelease.test.ts","133"
"projects.quality_release.release_product","server/__tests__/projectQualityRelease.test.ts","134"
"projects.quality_release.release_product","server/src/routes/projectQualityRelease.ts","213"
"projects.shipping_v2.authorize","migrations/0225_p2_v2_shipping_project_closeout.sql","205"
"projects.shipping_v2.authorize","migrations/0225_p2_v2_shipping_project_closeout.sql","225"
"projects.shipping_v2.authorize","server/src/routes/projectShippingCloseout.ts","243"
"projects.shipping_v2.authorize","server/src/routes/projectShippingCloseout.ts","351"
"projects.shipping_v2.confirm","migrations/0225_p2_v2_shipping_project_closeout.sql","206"
"projects.shipping_v2.confirm","migrations/0225_p2_v2_shipping_project_closeout.sql","225"
"projects.shipping_v2.confirm","server/src/routes/projectShippingCloseout.ts","258"
"projects.shipping_v2.delivery","migrations/0225_p2_v2_shipping_project_closeout.sql","207"
"projects.shipping_v2.delivery","migrations/0225_p2_v2_shipping_project_closeout.sql","226"
"projects.shipping_v2.delivery","server/src/routes/projectShippingCloseout.ts","286"
"projects.shipping_v2.hold","migrations/0225_p2_v2_shipping_project_closeout.sql","208"
"projects.shipping_v2.hold","migrations/0225_p2_v2_shipping_project_closeout.sql","226"
"projects.shipping_v2.hold","server/src/routes/projectShippingCloseout.ts","317"
"projects.shipping_v2.hold","server/src/routes/projectShippingCloseout.ts","334"
"projects.shipping_v2.manage","migrations/0225_p2_v2_shipping_project_closeout.sql","204"
"projects.shipping_v2.manage","migrations/0225_p2_v2_shipping_project_closeout.sql","225"
"projects.shipping_v2.manage","server/src/routes/projectShippingCloseout.ts","220"
"projects.shipping_v2.manage","server/src/routes/projectShippingCloseout.ts","233"
"projects.technical_configuration.engineering_decide","migrations/0209_project_technical_configuration_reviews.sql","58"
"projects.technical_configuration.engineering_decide","migrations/0209_project_technical_configuration_reviews.sql","71"
"projects.technical_configuration.engineering_decide","server/src/routes/projectTechnicalConfigurationReview.ts","219"
"projects.technical_configuration.manage","client/src/components/projects/P2V2TechnicalConfigurationReview.tsx","402"
"projects.technical_configuration.manage","client/src/components/projects/P2V2TechnicalConfigurationReview.tsx","446"
"projects.technical_configuration.manage","client/src/components/projects/P2V2TechnicalConfigurationReview.tsx","459"
"projects.technical_configuration.manage","migrations/0209_project_technical_configuration_reviews.sql","56"
"projects.technical_configuration.manage","migrations/0209_project_technical_configuration_reviews.sql","70"
"projects.technical_configuration.manage","migrations/0209_project_technical_configuration_reviews.sql","71"
"projects.technical_configuration.manage","server/src/routes/projectTechnicalConfigurationReview.ts","160"
"projects.technical_configuration.manage","server/src/routes/projectTechnicalConfigurationReview.ts","179"
"projects.technical_configuration.manage","server/src/routes/projectTechnicalConfigurationReview.ts","199"
"projects.technical_configuration.manage","server/src/routes/projectTechnicalConfigurationReview.ts","259"
"projects.technical_configuration.manage","server/src/routes/projectTechnicalConfigurationReview.ts","278"
"projects.technical_configuration.operations_decide","migrations/0209_project_technical_configuration_reviews.sql","60"
"projects.technical_configuration.operations_decide","migrations/0209_project_technical_configuration_reviews.sql","73"
"projects.technical_configuration.operations_decide","server/src/routes/projectTechnicalConfigurationReview.ts","225"
"projects.technical_configuration.pm_decide","migrations/0209_project_technical_configuration_reviews.sql","57"
"projects.technical_configuration.pm_decide","migrations/0209_project_technical_configuration_reviews.sql","70"
"projects.technical_configuration.pm_decide","server/src/routes/projectTechnicalConfigurationReview.ts","215"
"projects.technical_configuration.quality_decide","migrations/0209_project_technical_configuration_reviews.sql","59"
"projects.technical_configuration.quality_decide","migrations/0209_project_technical_configuration_reviews.sql","72"
"projects.technical_configuration.quality_decide","server/src/routes/projectTechnicalConfigurationReview.ts","221"
"projects.technical_configuration.supply_chain_decide","migrations/0209_project_technical_configuration_reviews.sql","61"
"projects.technical_configuration.supply_chain_decide","migrations/0209_project_technical_configuration_reviews.sql","74"
"projects.technical_configuration.supply_chain_decide","server/src/routes/projectTechnicalConfigurationReview.ts","230"
"projects.wad_authorization.engineering_decide","client/src/components/projects/P2V2WadAuthorization.tsx","106"
"projects.wad_authorization.engineering_decide","migrations/0205_project_wad_authorizations.sql","47"
"projects.wad_authorization.engineering_decide","migrations/0205_project_wad_authorizations.sql","59"
"projects.wad_authorization.engineering_decide","server/src/routes/projectWadAuthorization.ts","159"
"projects.wad_authorization.executive_decide","client/src/components/projects/P2V2WadAuthorization.tsx","115"
"projects.wad_authorization.executive_decide","migrations/0205_project_wad_authorizations.sql","51"
"projects.wad_authorization.executive_decide","migrations/0205_project_wad_authorizations.sql","63"
"projects.wad_authorization.executive_decide","server/src/routes/projectWadAuthorization.ts","171"
"projects.wad_authorization.finance_decide","client/src/components/projects/P2V2WadAuthorization.tsx","114"
"projects.wad_authorization.finance_decide","migrations/0205_project_wad_authorizations.sql","50"
"projects.wad_authorization.finance_decide","migrations/0205_project_wad_authorizations.sql","62"
"projects.wad_authorization.finance_decide","server/src/routes/projectWadAuthorization.ts","167"
"projects.wad_authorization.manage","client/src/components/projects/P2V2WadAuthorization.tsx","68"
"projects.wad_authorization.manage","migrations/0205_project_wad_authorizations.sql","45"
"projects.wad_authorization.manage","migrations/0205_project_wad_authorizations.sql","57"
"projects.wad_authorization.manage","migrations/0205_project_wad_authorizations.sql","58"
"projects.wad_authorization.manage","server/src/routes/projectWadAuthorization.ts","110"
"projects.wad_authorization.manage","server/src/routes/projectWadAuthorization.ts","125"
"projects.wad_authorization.manage","server/src/routes/projectWadAuthorization.ts","141"
"projects.wad_authorization.manage","server/src/routes/projectWadAuthorization.ts","218"
"projects.wad_authorization.operations_decide","client/src/components/projects/P2V2WadAuthorization.tsx","112"
"projects.wad_authorization.operations_decide","migrations/0205_project_wad_authorizations.sql","49"
"projects.wad_authorization.operations_decide","migrations/0205_project_wad_authorizations.sql","61"
"projects.wad_authorization.operations_decide","server/src/routes/projectWadAuthorization.ts","165"
"projects.wad_authorization.pm_decide","client/src/components/projects/P2V2WadAuthorization.tsx","102"
"projects.wad_authorization.pm_decide","migrations/0205_project_wad_authorizations.sql","46"
"projects.wad_authorization.pm_decide","migrations/0205_project_wad_authorizations.sql","58"
"projects.wad_authorization.pm_decide","server/src/routes/projectWadAuthorization.ts","155"
"projects.wad_authorization.quality_decide","client/src/components/projects/P2V2WadAuthorization.tsx","108"
"projects.wad_authorization.quality_decide","migrations/0205_project_wad_authorizations.sql","48"
"projects.wad_authorization.quality_decide","migrations/0205_project_wad_authorizations.sql","60"
"projects.wad_authorization.quality_decide","server/src/routes/projectWadAuthorization.ts","161"
"projects.wad_authorization.release","client/src/components/projects/P2V2WadAuthorization.tsx","363"
"projects.wad_authorization.release","migrations/0205_project_wad_authorizations.sql","52"
"projects.wad_authorization.release","migrations/0205_project_wad_authorizations.sql","57"
"projects.wad_authorization.release","migrations/0205_project_wad_authorizations.sql","58"
"projects.wad_authorization.release","server/src/routes/projectWadAuthorization.ts","199"
"public.additional_stocks_id_seq","database_backup_20250813_042552.sql","3057"
"public.additional_stocks_id_seq","database_backup_20250813_042552.sql","29792"
"public.all_orders_id_seq","database_backup_20250813_042552.sql","3064"
"public.all_orders_id_seq","database_backup_20250813_042552.sql","29799"
"public.audit_logs_id_seq","database_backup_20250813_042552.sql","3162"
"public.audit_logs_id_seq","database_backup_20250813_042552.sql","29806"
"public.bom_definitions_id_seq","database_backup_20250813_042552.sql","3071"
"public.bom_definitions_id_seq","database_backup_20250813_042552.sql","29813"
"public.bom_items_id_seq","database_backup_20250813_042552.sql","3078"
"public.bom_items_id_seq","database_backup_20250813_042552.sql","29820"
"public.certification_authorizations","scripts/audit/production-access-audit.sql","10"
"public.certifications_id_seq","database_backup_20250813_042552.sql","3085"
"public.certifications_id_seq","database_backup_20250813_042552.sql","29827"
"public.change_control_assessments","server/src/routes/changeControl.ts","73"
"public.change_control_records","server/src/routes/changeControl.ts","72"
"public.charge_codes_id_seq","migrations/0059_native_charge_codes.sql","65"
"public.checklist_items_id_seq","database_backup_20250813_042552.sql","3092"
"public.checklist_items_id_seq","database_backup_20250813_042552.sql","29834"
"public.communication_logs_id_seq","database_backup_20250813_042552.sql","3099"
"public.communication_logs_id_seq","database_backup_20250813_042552.sql","29841"
"public.controlled_document_approval_release_events","migrations/0256_controlled_document_atomic_approval_release.sql","24"
"public.controlled_document_approval_release_events","server/src/services/controlledDocumentSchemaReadiness.ts","192"
"public.controlled_document_approval_release_events","server/src/services/controlledDocumentSchemaReadiness.ts","200"
"public.controlled_document_approval_release_events","server/src/services/controlledDocumentSchemaReadiness.ts","215"
"public.controlled_document_revision_approvals","server/src/services/controlledDocumentSchemaReadiness.ts","227"
"public.controlled_documents","server/src/services/controlledDocumentSchemaReadiness.ts","237"
"public.credit_card_transactions_id_seq","database_backup_20250813_042552.sql","3106"
"public.credit_card_transactions_id_seq","database_backup_20250813_042552.sql","29848"
"public.csv_data_id_seq","database_backup_20250813_042552.sql","3113"
"public.csv_data_id_seq","database_backup_20250813_042552.sql","29855"
"public.customer_addresses_id_seq","database_backup_20250813_042552.sql","3120"
"public.customer_addresses_id_seq","database_backup_20250813_042552.sql","29862"
"public.customer_types_id_seq","database_backup_20250813_042552.sql","3127"
"public.customer_types_id_seq","database_backup_20250813_042552.sql","29869"
"public.customers_id_seq","database_backup_20250813_042552.sql","3134"
"public.customers_id_seq","database_backup_20250813_042552.sql","29876"
"public.document_collections_id_seq","database_backup_20250813_042552.sql","3141"
"public.document_collections_id_seq","database_backup_20250813_042552.sql","29883"
"public.document_tags_id_seq","database_backup_20250813_042552.sql","3148"
"public.document_tags_id_seq","database_backup_20250813_042552.sql","29890"
"public.document_version_history","server/src/services/controlledDocumentSchemaReadiness.ts","252"
"public.documents_id_seq","database_backup_20250813_042552.sql","3155"
"public.documents_id_seq","database_backup_20250813_042552.sql","29897"
"public.employee_certifications_id_seq","database_backup_20250813_042552.sql","3169"
"public.employee_certifications_id_seq","database_backup_20250813_042552.sql","29904"
"public.employee_documents_id_seq","database_backup_20250813_042552.sql","3176"
"public.employee_documents_id_seq","database_backup_20250813_042552.sql","29911"
"public.employee_layup_settings_id_seq","database_backup_20250813_042552.sql","3183"
"public.employee_layup_settings_id_seq","database_backup_20250813_042552.sql","29918"
"public.employees_id_seq","database_backup_20250813_042552.sql","3190"
"public.employees_id_seq","database_backup_20250813_042552.sql","29925"
"public.enhanced_form_categories_id_seq","database_backup_20250813_042552.sql","3197"
"public.enhanced_form_categories_id_seq","database_backup_20250813_042552.sql","29932"
"public.enhanced_form_submissions_id_seq","database_backup_20250813_042552.sql","3204"
"public.enhanced_form_submissions_id_seq","database_backup_20250813_042552.sql","29939"
"public.enhanced_form_versions_id_seq","database_backup_20250813_042552.sql","3211"
"public.enhanced_form_versions_id_seq","database_backup_20250813_042552.sql","29946"
"public.enhanced_forms_id_seq","database_backup_20250813_042552.sql","3218"
"public.enhanced_forms_id_seq","database_backup_20250813_042552.sql","29953"
"public.evaluations_id_seq","database_backup_20250813_042552.sql","3225"
"public.evaluations_id_seq","database_backup_20250813_042552.sql","29960"
"public.form_submissions_id_seq","database_backup_20250813_042552.sql","3232"
"public.form_submissions_id_seq","database_backup_20250813_042552.sql","29967"
"public.forms_id_seq","database_backup_20250813_042552.sql","3239"
"public.forms_id_seq","database_backup_20250813_042552.sql","29974"
"public.inventory_items_id_seq","database_backup_20250813_042552.sql","3246"
"public.inventory_items_id_seq","database_backup_20250813_042552.sql","29981"
"public.inventory_scans_id_seq","database_backup_20250813_042552.sql","3253"
"public.inventory_scans_id_seq","database_backup_20250813_042552.sql","29988"
"public.kickbacks_id_seq","database_backup_20250813_042552.sql","3260"
"public.kickbacks_id_seq","database_backup_20250813_042552.sql","29995"
"public.labor_budget_overrides","server/src/lib/productionWorkflowReadiness.ts","116"
"public.layup_orders_id_seq","database_backup_20250813_042552.sql","3267"
"public.layup_orders_id_seq","database_backup_20250813_042552.sql","30002"
"public.layup_schedule_id_seq","database_backup_20250813_042552.sql","3274"
"public.layup_schedule_id_seq","database_backup_20250813_042552.sql","30009"
"public.maintenance_logs_id_seq","database_backup_20250813_042552.sql","3281"
"public.maintenance_logs_id_seq","database_backup_20250813_042552.sql","30016"
"public.maintenance_schedules_id_seq","database_backup_20250813_042552.sql","3288"
"public.maintenance_schedules_id_seq","database_backup_20250813_042552.sql","30023"
"public.material_lot_reservations","server/src/lib/productionWorkflowReadiness.ts","158"
"public.molds_id_seq","database_backup_20250813_042552.sql","3295"
"public.molds_id_seq","database_backup_20250813_042552.sql","30030"
"public.nonconformance_records_id_seq","database_backup_20250813_042552.sql","3302"
"public.nonconformance_records_id_seq","database_backup_20250813_042552.sql","30037"
"public.onboarding_docs_id_seq","database_backup_20250813_042552.sql","3309"
"public.onboarding_docs_id_seq","database_backup_20250813_042552.sql","30044"
