"capability","source","line"
"documents.revise","server/__tests__/controlledDocumentLifecycleHardening.test.ts","72"
"documents.revise","server/__tests__/controlledDocumentReleasedRevisionAccess.test.ts","64"
"documents.revise","server/index.ts","4560"
"documents.revise","server/src/capabilities.ts","53"
"documents.revise","server/src/routes/controlledDocuments.ts","402"
"documents.revise","server/src/routes/controlledDocuments.ts","403"
"documents.revise","server/src/routes/controlledDocuments.ts","1691"
"documents.submit","client/src/pages/MasterDocumentRegister.tsx","1567"
"documents.submit","client/src/pages/MasterDocumentRegister.tsx","1900"
"documents.submit","migrations/0210_master_document_control_hardening.sql","231"
"documents.submit","server/__tests__/controlledDocumentLifecycleHardening.test.ts","69"
"documents.submit","server/__tests__/controlledDocumentPhase2Postgres.test.ts","319"
"documents.submit","server/__tests__/controlledDocumentPhase2Postgres.test.ts","326"
"documents.submit","server/index.ts","4558"
"documents.submit","server/src/capabilities.ts","49"
"documents.submit","server/src/routes/controlledDocuments.ts","1812"
"documents.submit","server/src/routes/designControlFormTemplates.ts","198"
"documents.supersede","migrations/0210_master_document_control_hardening.sql","235"
"documents.supersede","server/__tests__/controlledDocumentLifecycleHardening.test.ts","73"
"documents.supersede","server/index.ts","4561"
"documents.supersede","server/src/capabilities.ts","54"
"documents.supersede","server/src/routes/controlledDocuments.ts","1833"
"documents.template.create","client/src/pages/MasterDocumentRegister.tsx","1394"
"documents.template.create","migrations/0211_design_control_form_templates.sql","123"
"documents.template.create","migrations/0211_design_control_form_templates.sql","133"
"documents.template.create","server/__tests__/designControlFormTemplates.test.ts","226"
"documents.template.create","server/index.ts","4569"
"documents.template.create","server/src/capabilities.ts","67"
"documents.template.create","server/src/routes/designControlFormTemplates.ts","160"
"documents.template.obsolete","client/src/pages/MasterDocumentRegister.tsx","1612"
"documents.template.obsolete","migrations/0211_design_control_form_templates.sql","126"
"documents.template.obsolete","migrations/0211_design_control_form_templates.sql","136"
"documents.template.obsolete","server/__tests__/designControlFormTemplates.test.ts","229"
"documents.template.obsolete","server/index.ts","4572"
"documents.template.obsolete","server/src/capabilities.ts","70"
"documents.template.obsolete","server/src/routes/designControlFormTemplates.ts","331"
"documents.template.release","client/src/pages/MasterDocumentRegister.tsx","1582"
"documents.template.release","client/src/pages/MasterDocumentRegister.tsx","1597"
"documents.template.release","migrations/0211_design_control_form_templates.sql","125"
"documents.template.release","migrations/0211_design_control_form_templates.sql","135"
"documents.template.release","server/__tests__/designControlFormTemplates.test.ts","228"
"documents.template.release","server/index.ts","4571"
"documents.template.release","server/src/capabilities.ts","69"
"documents.template.release","server/src/designControlAuthorization.ts","38"
"documents.template.release","server/src/designControlAuthorization.ts","67"
"documents.template.release","server/src/routes/designControlFormTemplates.ts","233"
"documents.template.release","server/src/routes/designControlFormTemplates.ts","269"
"documents.template.revise","client/src/pages/MasterDocumentRegister.tsx","1550"
"documents.template.revise","migrations/0211_design_control_form_templates.sql","124"
"documents.template.revise","migrations/0211_design_control_form_templates.sql","134"
"documents.template.revise","server/__tests__/designControlFormTemplates.test.ts","227"
"documents.template.revise","server/index.ts","4570"
"documents.template.revise","server/src/capabilities.ts","68"
"documents.template.revise","server/src/routes/designControlFormTemplates.ts","177"
"documents.view","client/src/config/userPermissions.ts","46"
"documents.view","migrations/0210_master_document_control_hardening.sql","228"
"documents.view","migrations/0210_master_document_control_hardening.sql","251"
"documents.view","server/__tests__/controlledDocumentLifecycleHardening.test.ts","66"
"documents.view","server/__tests__/controlledDocumentPhase1ACompatibility.test.ts","19"
"documents.view","server/__tests__/controlledDocumentPhase2Postgres.test.ts","332"
"documents.view","server/__tests__/controlledDocumentReleasedRevisionAccess.test.ts","109"
"documents.view","server/index.ts","4555"
"documents.view","server/src/capabilities.ts","46"
"documents.view","server/src/routes/controlledDocuments.ts","875"
"documents.view","server/src/routes/controlledDocuments.ts","1048"
"documents.view","server/src/routes/designControlFormTemplates.ts","134"
"documents.view","server/src/routes/designControlFormTemplates.ts","138"
"documents.view","server/src/routes/designControlFormTemplates.ts","148"
"documents.view","server/src/routes/designControlFormTemplates.ts","378"
"documents.view","server/src/routes/designControlFormTemplates.ts","403"
"documents.view","server/src/routes/designControlFormTemplates.ts","428"
"documents.void","client/src/pages/MasterDocumentRegister.tsx","1991"
"documents.void","migrations/0210_master_document_control_hardening.sql","237"
"documents.void","server/__tests__/controlledDocumentLifecycleHardening.test.ts","75"
"documents.void","server/index.ts","4563"
"documents.void","server/src/capabilities.ts","56"
"documents.void","server/src/routes/controlledDocuments.ts","1845"
"drive.google.com","client/src/components/ControlledDocumentRecoveryWorkspace.tsx","229"
"drizzle.__drizzle_migrations","scripts/audit/production-access-audit.sql","9"
"e.position","server/__tests__/epochSoftwareValidationWizardPhase1Architecture.test.ts","69"
"employees.manage_qualifications","server/index.ts","4667"
"employees.manage_qualifications","server/index.ts","4875"
"employees.manage_qualifications","server/src/capabilities.ts","159"
"employees.manage_qualifications","server/src/routes/employeeQualifications.ts","38"
"employees.manage_qualifications","server/src/routes/employeeQualifications.ts","68"
"employees.routes","server/src/routes/employees.ts","540"
"employees.routes","server/src/routes/employees.ts","1727"
"employees.routes","server/src/routes/employees.ts","1755"
"engineering.ecn.admin","client/src/components/design-control/EngineeringChangeNoticeWorkspace.tsx","610"
"engineering.ecn.admin","server/__tests__/engineeringChangeNotices.test.ts","302"
"engineering.ecn.admin","server/index.ts","4595"
"engineering.ecn.admin","server/src/capabilities.ts","93"
"engineering.ecn.admin","server/src/designControlAuthorization.ts","51"
"engineering.ecn.admin","server/src/routes/engineeringChangeNotices.ts","288"
"engineering.ecn.admin","server/src/routes/engineeringChangeNotices.ts","309"
"engineering.ecn.admin","server/src/routes/engineeringChangeNotices.ts","387"
"engineering.ecn.admin","server/src/services/engineeringChangeNoticeService.ts","1372"
"engineering.ecn.admin","server/src/services/engineeringChangeNoticeService.ts","1488"
"engineering.ecn.admin","server/src/services/engineeringChangeNoticeService.ts","1751"
"engineering.ecn.approve","client/src/components/design-control/EngineeringChangeNoticeWorkspace.tsx","533"
"engineering.ecn.approve","server/__tests__/engineeringChangeNotices.test.ts","298"
"engineering.ecn.approve","server/index.ts","4591"
"engineering.ecn.approve","server/src/capabilities.ts","89"
"engineering.ecn.approve","server/src/designControlAuthorization.ts","33"
"engineering.ecn.approve","server/src/routes/engineeringChangeNotices.ts","238"
"engineering.ecn.approve","server/src/routes/engineeringChangeNotices.ts","259"
"engineering.ecn.approve","server/src/routes/engineeringChangeNotices.ts","299"
"engineering.ecn.approve","server/src/routes/engineeringChangeNotices.ts","304"
"engineering.ecn.approve","server/src/services/engineeringChangeNoticeService.ts","1011"
"engineering.ecn.approve","server/src/services/engineeringChangeNoticeService.ts","1053"
"engineering.ecn.approve","server/src/services/engineeringChangeNoticeService.ts","1207"
"engineering.ecn.approve","server/src/services/engineeringChangeNoticeService.ts","1368"
"engineering.ecn.approve","server/src/services/engineeringChangeNoticeService.ts","1370"
"engineering.ecn.approve","server/src/services/engineeringChangeNoticeService.ts","1489"
"engineering.ecn.create","client/src/components/design-control/EngineeringChangeNoticeWorkspace.tsx","307"
"engineering.ecn.create","server/__tests__/engineeringChangeNotices.test.ts","295"
"engineering.ecn.create","server/index.ts","4588"
"engineering.ecn.create","server/src/capabilities.ts","86"
"engineering.ecn.create","server/src/designControlAuthorization.ts","32"
"engineering.ecn.create","server/src/routes/engineeringChangeNotices.ts","138"
"engineering.ecn.create","server/src/services/engineeringChangeNoticeService.ts","356"
"engineering.ecn.edit","client/src/components/design-control/EngineeringChangeNoticeWorkspace.tsx","463"
"engineering.ecn.edit","client/src/components/design-control/EngineeringChangeNoticeWorkspace.tsx","508"
"engineering.ecn.edit","server/__tests__/engineeringChangeNotices.test.ts","296"
"engineering.ecn.edit","server/index.ts","4589"
"engineering.ecn.edit","server/src/capabilities.ts","87"
"engineering.ecn.edit","server/src/routes/engineeringChangeNotices.ts","153"
"engineering.ecn.edit","server/src/routes/engineeringChangeNotices.ts","158"
"engineering.ecn.edit","server/src/routes/engineeringChangeNotices.ts","165"
"engineering.ecn.edit","server/src/routes/engineeringChangeNotices.ts","184"
"engineering.ecn.edit","server/src/routes/engineeringChangeNotices.ts","200"
"engineering.ecn.edit","server/src/routes/engineeringChangeNotices.ts","249"
"engineering.ecn.edit","server/src/routes/engineeringChangeNotices.ts","337"
"engineering.ecn.edit","server/src/services/engineeringChangeNoticeService.ts","490"
"engineering.ecn.edit","server/src/services/engineeringChangeNoticeService.ts","556"
"engineering.ecn.edit","server/src/services/engineeringChangeNoticeService.ts","621"
"engineering.ecn.edit","server/src/services/engineeringChangeNoticeService.ts","737"
"engineering.ecn.edit","server/src/services/engineeringChangeNoticeService.ts","1347"
"engineering.ecn.edit","server/src/services/engineeringChangeNoticeService.ts","1543"
"engineering.ecn.implement","client/src/components/design-control/EngineeringChangeNoticeWorkspace.tsx","544"
"engineering.ecn.implement","client/src/components/design-control/EngineeringChangeNoticeWorkspace.tsx","557"
"engineering.ecn.implement","client/src/components/design-control/EngineeringChangeNoticeWorkspace.tsx","595"
"engineering.ecn.implement","server/__tests__/engineeringChangeNotices.test.ts","299"
"engineering.ecn.implement","server/index.ts","4592"
"engineering.ecn.implement","server/src/capabilities.ts","90"
"engineering.ecn.implement","server/src/designControlAuthorization.ts","34"
"engineering.ecn.implement","server/src/routes/engineeringChangeNotices.ts","189"
"engineering.ecn.implement","server/src/routes/engineeringChangeNotices.ts","207"
"engineering.ecn.implement","server/src/routes/engineeringChangeNotices.ts","264"
"engineering.ecn.implement","server/src/routes/engineeringChangeNotices.ts","271"
"engineering.ecn.implement","server/src/routes/engineeringChangeNotices.ts","278"
"engineering.ecn.implement","server/src/routes/engineeringChangeNotices.ts","283"
"engineering.ecn.implement","server/src/services/engineeringChangeNoticeService.ts","680"
"engineering.ecn.implement","server/src/services/engineeringChangeNoticeService.ts","786"
"engineering.ecn.implement","server/src/services/engineeringChangeNoticeService.ts","1352"
"engineering.ecn.implement","server/src/services/engineeringChangeNoticeService.ts","1363"
"engineering.ecn.implement","server/src/services/engineeringChangeNoticeService.ts","1366"
"engineering.ecn.implement","server/src/services/engineeringChangeNoticeService.ts","1379"
"engineering.ecn.submit","client/src/components/design-control/EngineeringChangeNoticeWorkspace.tsx","522"
"engineering.ecn.submit","server/__tests__/engineeringChangeNotices.test.ts","297"
"engineering.ecn.submit","server/index.ts","4590"
"engineering.ecn.submit","server/src/capabilities.ts","88"
"engineering.ecn.submit","server/src/routes/engineeringChangeNotices.ts","254"
"engineering.ecn.submit","server/src/services/engineeringChangeNoticeService.ts","866"
"engineering.ecn.validate","client/src/components/design-control/EngineeringChangeNoticeWorkspace.tsx","584"
"engineering.ecn.validate","server/__tests__/engineeringChangeNotices.test.ts","301"
"engineering.ecn.validate","server/index.ts","4594"
"engineering.ecn.validate","server/src/capabilities.ts","92"
"engineering.ecn.validate","server/src/routes/engineeringChangeNotices.ts","231"
"engineering.ecn.validate","server/src/services/engineeringChangeNoticeService.ts","1135"
"engineering.ecn.verify","client/src/components/design-control/EngineeringChangeNoticeWorkspace.tsx","573"
"engineering.ecn.verify","server/__tests__/engineeringChangeNotices.test.ts","300"
"engineering.ecn.verify","server/index.ts","4593"
"engineering.ecn.verify","server/src/capabilities.ts","91"
"engineering.ecn.verify","server/src/routes/engineeringChangeNotices.ts","219"
"engineering.ecn.verify","server/src/services/engineeringChangeNoticeService.ts","1134"
"engineering.ecn.view","server/__tests__/engineeringChangeNotices.test.ts","294"
"engineering.ecn.view","server/index.ts","4587"
"engineering.ecn.view","server/src/capabilities.ts","85"
"engineering.ecn.view","server/src/designControlAuthorization.ts","31"
"engineering.ecn.view","server/src/routes/engineeringChangeNotices.ts","133"
"engineering.ecn.view","server/src/routes/engineeringChangeNotices.ts","143"
"engineering.ecn.view","server/src/routes/engineeringChangeNotices.ts","148"
"engineering.ecn.view","server/src/routes/engineeringChangeNotices.ts","314"
"engineering.ecn.view","server/src/routes/engineeringChangeNotices.ts","319"
"engineering.ecn.view","server/src/services/engineeringChangeNoticeService.ts","1601"
"engineering.ecr.admin","client/src/components/design-control/EngineeringChangeRequestRegister.tsx","525"
"engineering.ecr.admin","server/__tests__/engineeringChangeRequests.test.ts","222"
"engineering.ecr.admin","server/index.ts","4586"
"engineering.ecr.admin","server/src/capabilities.ts","84"
"engineering.ecr.admin","server/src/designControlAuthorization.ts","50"
"engineering.ecr.admin","server/src/routes/engineeringChangeRequests.ts","198"
"engineering.ecr.admin","server/src/routes/engineeringChangeRequests.ts","276"
"engineering.ecr.admin","server/src/services/engineeringChangeRequestService.ts","807"
"engineering.ecr.admin","server/src/services/engineeringChangeRequestService.ts","895"
"engineering.ecr.create","client/src/components/design-control/EngineeringChangeRequestRegister.tsx","292"
"engineering.ecr.create","server/__tests__/engineeringChangeRequests.test.ts","217"
"engineering.ecr.create","server/index.ts","4581"
"engineering.ecr.create","server/src/capabilities.ts","79"
"engineering.ecr.create","server/src/designControlAuthorization.ts","28"
"engineering.ecr.create","server/src/routes/engineeringChangeRequests.ts","129"
"engineering.ecr.create","server/src/services/changeControlService.ts","1248"
"engineering.ecr.create","server/src/services/changeControlService.ts","1252"
"engineering.ecr.create","server/src/services/engineeringChangeRequestService.ts","245"
"engineering.ecr.disposition","client/src/components/design-control/EngineeringChangeRequestRegister.tsx","487"
"engineering.ecr.disposition","server/__tests__/engineeringChangeRequests.test.ts","221"
"engineering.ecr.disposition","server/index.ts","4585"
"engineering.ecr.disposition","server/src/capabilities.ts","83"
"engineering.ecr.disposition","server/src/designControlAuthorization.ts","30"
"engineering.ecr.disposition","server/src/routes/engineeringChangeRequests.ts","183"
"engineering.ecr.disposition","server/src/routes/engineeringChangeRequests.ts","188"
"engineering.ecr.disposition","server/src/routes/engineeringChangeRequests.ts","193"
"engineering.ecr.disposition","server/src/services/engineeringChangeRequestService.ts","715"
"engineering.ecr.disposition","server/src/services/engineeringChangeRequestService.ts","793"
"engineering.ecr.disposition","server/src/services/engineeringChangeRequestService.ts","800"
"engineering.ecr.edit","client/src/components/design-control/EngineeringChangeRequestRegister.tsx","419"
"engineering.ecr.edit","server/__tests__/engineeringChangeRequests.test.ts","218"
"engineering.ecr.edit","server/index.ts","4582"
"engineering.ecr.edit","server/src/capabilities.ts","80"
"engineering.ecr.edit","server/src/routes/engineeringChangeRequests.ts","139"
"engineering.ecr.edit","server/src/routes/engineeringChangeRequests.ts","144"
"engineering.ecr.edit","server/src/routes/engineeringChangeRequests.ts","149"
"engineering.ecr.edit","server/src/routes/engineeringChangeRequests.ts","226"
"engineering.ecr.edit","server/src/services/engineeringChangeRequestService.ts","310"
"engineering.ecr.edit","server/src/services/engineeringChangeRequestService.ts","367"
"engineering.ecr.edit","server/src/services/engineeringChangeRequestService.ts","837"
"engineering.ecr.review","client/src/components/design-control/EngineeringChangeRequestRegister.tsx","476"
"engineering.ecr.review","client/src/components/design-control/EngineeringChangeRequestRegister.tsx","536"
"engineering.ecr.review","server/__tests__/engineeringChangeRequests.test.ts","220"
"engineering.ecr.review","server/index.ts","4584"
"engineering.ecr.review","server/src/capabilities.ts","82"
"engineering.ecr.review","server/src/designControlAuthorization.ts","29"
"engineering.ecr.review","server/src/designControlAuthorization.ts","64"
"engineering.ecr.review","server/src/routes/engineeringChangeRequests.ts","173"
"engineering.ecr.review","server/src/routes/engineeringChangeRequests.ts","178"
"engineering.ecr.review","server/src/services/engineeringChangeRequestService.ts","577"
"engineering.ecr.review","server/src/services/engineeringChangeRequestService.ts","586"
"engineering.ecr.review","server/src/services/engineeringChangeRequestService.ts","629"
"engineering.ecr.submit","client/src/components/design-control/EngineeringChangeRequestRegister.tsx","465"
"engineering.ecr.submit","server/__tests__/engineeringChangeRequests.test.ts","219"
"engineering.ecr.submit","server/index.ts","4583"
"engineering.ecr.submit","server/src/capabilities.ts","81"
"engineering.ecr.submit","server/src/routes/engineeringChangeRequests.ts","168"
"engineering.ecr.submit","server/src/services/engineeringChangeRequestService.ts","446"
"engineering.ecr.view","server/__tests__/engineeringChangeRequests.test.ts","216"
"engineering.ecr.view","server/index.ts","4580"
"engineering.ecr.view","server/src/capabilities.ts","78"
"engineering.ecr.view","server/src/designControlAuthorization.ts","27"
"engineering.ecr.view","server/src/routes/engineeringChangeRequests.ts","124"
"engineering.ecr.view","server/src/routes/engineeringChangeRequests.ts","134"
"engineering.ecr.view","server/src/routes/engineeringChangeRequests.ts","203"
"engineering.ecr.view","server/src/routes/engineeringChangeRequests.ts","208"
"engineering.ecr.view","server/src/services/engineeringChangeRequestService.ts","936"
"engineering.package.generate","server/index.ts","4647"
"engineering.package.generate","server/src/capabilities.ts","145"
"engineering.package.generate","server/src/routes/engineeringReleases.ts","31"
"engineering.package.view","server/index.ts","4646"
"engineering.package.view","server/src/capabilities.ts","144"
"engineering.package.view","server/src/routes/engineeringReleases.ts","16"
"engineering.release_revision","migrations/0130_audit_dcaa_security_section11.sql","195"
"engineering.release_revision","migrations/0130_audit_dcaa_security_section11.sql","220"
"engineering.release_revision","migrations/0130_audit_dcaa_security_section11.sql","227"
"engineering.release_revision","server/index.ts","4670"
"engineering.release_revision","server/src/routes/engineeringControl.ts","266"
"engineering.release_revision","server/src/routes/engineeringControl.ts","413"
"engineering.release_revision","server/src/routes/engineeringControl.ts","450"
"engineering.release_revision","server/src/routes/engineeringControl.ts","483"
"engineering.release_revision","server/src/routes/engineeringControl.ts","519"
"engineering.release_revision","server/src/routes/engineeringControl.ts","556"
"engineering.release_revision","server/src/routes/engineeringControl.ts","604"
"engineering.release_revision","server/src/routes/engineeringControl.ts","651"
"engineering.release.admin","server/index.ts","4631"
"engineering.release.admin","server/src/capabilities.ts","129"
"engineering.release.approve","server/index.ts","4630"
"engineering.release.approve","server/src/capabilities.ts","128"
"engineering.release.approve","server/src/routes/postReleaseEngineeringReleases.ts","141"
"engineering.release.create","server/index.ts","4629"
"engineering.release.create","server/src/capabilities.ts","127"
"engineering.release.create","server/src/routes/postReleaseEngineeringReleases.ts","109"
"engineering.release.create","server/src/routes/postReleaseEngineeringReleases.ts","140"
"engineering.release.preview","server/index.ts","4628"
"engineering.release.preview","server/src/capabilities.ts","126"
"engineering.release.preview","server/src/routes/postReleaseEngineeringReleases.ts","62"
"engineering.release.preview","server/src/routes/postReleaseEngineeringReleases.ts","122"
"engineering.release.view","server/index.ts","4627"
"engineering.release.view","server/src/capabilities.ts","125"
"engineering.release.view","server/src/routes/postReleaseEngineeringReleases.ts","83"
"engineering.release.view","server/src/routes/postReleaseEngineeringReleases.ts","91"
"engineering.release.view","server/src/routes/postReleaseEngineeringReleases.ts","99"
"engineering.route","migrations/0130_audit_dcaa_security_section11.sql","120"
"epoch-change-control-import-template.csv","server/src/routes/changeControl.ts","259"
"epoch.pilot_transition","migrations/0232_p2_v2_controlled_pilot_readiness.sql","170"
"epoch.pilot_transition","server/src/services/projectPilotControlService.ts","250"
"estimating.approve.engineering","migrations/0241_rom_builder_approval_authority.sql","5"
"estimating.approve.engineering","migrations/0241_rom_builder_approval_authority.sql","19"
"estimating.approve.engineering","server/__tests__/romBuilderHardening.test.ts","21"
"estimating.approve.engineering","server/src/routes/estimating.ts","43"
"estimating.approve.estimator","migrations/0241_rom_builder_approval_authority.sql","4"
"estimating.approve.estimator","migrations/0241_rom_builder_approval_authority.sql","17"
"estimating.approve.estimator","server/__tests__/romBuilderHardening.test.ts","20"
"estimating.approve.estimator","server/src/routes/estimating.ts","42"
"estimating.approve.executive","migrations/0241_rom_builder_approval_authority.sql","7"
"estimating.approve.executive","migrations/0241_rom_builder_approval_authority.sql","22"
"estimating.approve.executive","server/__tests__/romBuilderHardening.test.ts","23"
"estimating.approve.executive","server/src/routes/estimating.ts","45"
"estimating.approve.finance","migrations/0241_rom_builder_approval_authority.sql","6"
"estimating.approve.finance","migrations/0241_rom_builder_approval_authority.sql","21"
"estimating.approve.finance","server/__tests__/romBuilderHardening.test.ts","22"
"estimating.approve.finance","server/src/routes/estimating.ts","44"
"estimating.routes","server/src/routes/estimating.ts","747"
"estimating.routes","server/src/routes/estimating.ts","942"
"estimating.routes","server/src/routes/estimating.ts","1001"
"estimating.routes","server/src/routes/estimating.ts","1080"
"estimating.routes","server/src/routes/estimating.ts","1144"
"estimating.routes","server/src/routes/estimating.ts","1176"
"estimating.routes","server/src/routes/estimating.ts","1220"
"estimating.routes","server/src/routes/estimating.ts","1271"
"estimating.routes","server/src/routes/estimating.ts","1315"
"estimating.routes","server/src/routes/estimating.ts","1358"
"events.actor_fk","server/src/services/controlledDocumentSchemaReadiness.ts","185"
"events.actor_user_fk","server/src/services/controlledDocumentSchemaReadiness.ts","387"
"events.approval_fk","server/src/services/controlledDocumentSchemaReadiness.ts","184"
"events.checksum_check","server/src/services/controlledDocumentSchemaReadiness.ts","186"
"events.document_fk","server/src/services/controlledDocumentSchemaReadiness.ts","182"
"events.document_fk","server/src/services/controlledDocumentSchemaReadiness.ts","369"
"events.idempotency_unique","server/src/services/controlledDocumentSchemaReadiness.ts","180"
"events.idempotency_unique","server/src/services/controlledDocumentSchemaReadiness.ts","350"
"events.lifecycle_check","server/src/services/controlledDocumentSchemaReadiness.ts","189"
"events.preview_fk","server/src/services/controlledDocumentSchemaReadiness.ts","360"
"events.primary_key","server/src/services/controlledDocumentSchemaReadiness.ts","179"
"events.primary_key","server/src/services/controlledDocumentSchemaReadiness.ts","340"
"events.reason_check","server/src/services/controlledDocumentSchemaReadiness.ts","188"
"events.request_identity_check","server/src/services/controlledDocumentSchemaReadiness.ts","187"
"events.revision_fk","server/src/services/controlledDocumentSchemaReadiness.ts","183"
"events.revision_fk","server/src/services/controlledDocumentSchemaReadiness.ts","378"
"events.revision_unique","server/src/services/controlledDocumentSchemaReadiness.ts","181"
"evidence.actor_user_fk","server/src/services/controlledDocumentSchemaReadiness.ts","410"
"evidence.confirmed_by_user_fk","server/src/services/controlledDocumentSchemaReadiness.ts","415"
"evidence.document_fk","server/src/services/controlledDocumentSchemaReadiness.ts","392"
"evidence.primary_key","server/src/services/controlledDocumentSchemaReadiness.ts","345"
"evidence.revision_fk","server/src/services/controlledDocumentSchemaReadiness.ts","401"
"example.com","server/__tests__/p2V2OutboundClassifier.test.ts","42"
"example.com","server/__tests__/vendorInternationalContactFields.test.ts","44"
"exported-data.csv","client/src/components/DataDisplay.tsx","41"
"exported-data.csv","docs/github-export-with-rail-update/client/src/components/DataDisplay.tsx","41"
"exported-data.csv","docs/github-export/client/src/components/DataDisplay.tsx","41"
"exported-data.csv","github-export/client/src/components/DataDisplay.tsx","41"
"fake.pdf","server/__tests__/controlledDocumentRecovery.test.ts","147"
"features.metallic_finishes","client/src/components/OrderEntry.tsx","6976"
"features.metallic_finishes","github-export/client/src/components/OrderEntry.tsx","2861"
"features.paint_options","client/src/components/OrderEntry.tsx","6978"
"features.paint_options","github-export/client/src/components/OrderEntry.tsx","2863"
"features.paint_options_combined","client/src/components/OrderEntry.tsx","6979"
"features.paint_options_combined","github-export/client/src/components/OrderEntry.tsx","2864"
"features.rail_accessory","client/src/components/OrderEntry.tsx","6737"
"features.rail_accessory","github-export/client/src/components/OrderEntry.tsx","2634"
"finance.accounting_admin","client/src/components/PaymentManager.tsx","451"
"finance.accounting_admin","migrations/0148_darleneb_payment_permissions.sql","9"
"finance.accounting_admin","migrations/0148_darleneb_payment_permissions.sql","18"
"finance.accounting_admin","migrations/0149_p1_payment_accounting_approval_workflow.sql","9"
"finance.accounting_admin","migrations/0149_p1_payment_accounting_approval_workflow.sql","19"
"finance.accounting_admin","server/index.ts","4690"
"finance.accounting_admin","server/src/middleware/requireAccountingAdmin.ts","17"
"finance.accounting_admin","server/src/routes/orders.ts","2623"
"finance.ar.view","client/src/hooks/usePermissions.ts","17"
"finance.ar.view","server/schema.ts","21091"
"finance.invoice.create","server/middleware/requirePermission.ts","55"
"finance.invoice.delete","client/src/hooks/usePermissions.ts","18"
"finance.manage_payments","client/src/config/userPermissions.ts","23"
"finance.manage_payments","migrations/0148_darleneb_payment_permissions.sql","18"
"finance.manage_payments","migrations/0149_p1_payment_accounting_approval_workflow.sql","29"
"finance.manage_payments","server/index.ts","4689"
"finance.manage_payments","server/index.ts","4909"
"finance.manage_payments","server/index.ts","5146"
"finance.manage_payments","server/middleware/routeAuthorization.ts","286"
"finance.manage_payments","server/src/capabilities.ts","170"
"finance.manage_payments","server/src/routes/arPaymentAttachments.ts","63"
"finance.manage_payments","server/src/routes/arPaymentAttachments.ts","91"
"finance.manage_payments","server/src/routes/arPayments.ts","138"
"finance.manage_payments","server/src/routes/arPayments.ts","190"
"finance.manage_payments","server/src/routes/arPayments.ts","319"
"finance.manage_payments","server/src/routes/arPayments.ts","380"
"finance.manage_payments","server/src/routes/orders.ts","2492"
"finance.manage_payments","server/src/routes/orders.ts","2557"
"finance.manage_payments","server/src/routes/orders.ts","2690"
"finance.manage_payments","server/src/routes/orders.ts","2821"
"finance.manage_payments","server/src/routes/payments.ts","517"
"finance.manage_payments","server/src/routes/payments.ts","696"
"finance.post_invoice","server/index.ts","4687"
"finance.post_invoice","server/src/capabilities.ts","168"
"finance.post_invoice","server/src/routes/arInvoices.ts","627"
"finance.post_invoice","server/src/routes/arInvoices.ts","650"
"finance.post_invoice","server/src/routes/arInvoices.ts","826"
"finance.post_invoice","server/src/routes/arInvoices.ts","943"
"finance.post_invoice","server/src/routes/arInvoices.ts","1228"
"finance.post_invoice","server/src/routes/arInvoices.ts","1891"
"finance.view","client/src/config/userPermissions.ts","24"
"finance.view","server/index.ts","4686"
"finance.view","server/index.ts","4908"
"finance.view","server/middleware/routeAuthorization.ts","287"
"finance.view","server/src/capabilities.ts","167"
"finance.view","server/src/routes/accountingEventMatrix.ts","12"
"finance.view","server/src/routes/arInvoices.ts","130"
"finance.view","server/src/routes/arPaymentAttachments.ts","15"
"finance.view","server/src/routes/arPayments.ts","44"
"finance.void_invoice","server/index.ts","4688"
"finance.void_invoice","server/src/capabilities.ts","169"
"finance.void_invoice","server/src/routes/arInvoices.ts","2040"
"finance.void_invoice","server/src/routes/arInvoices.ts","2221"
"gap-1.5","client/src/pages/EmployeeDetail.tsx","2783"
"ghost.pdf","server/__tests__/mediaDownloadRoute.test.ts","289"
"googleapis.com","server/replit_integrations/object_storage/objectStorage.ts","28"
"gpt-4.1","server/replit_integrations/chat/codebase-chat-routes.ts","202"
"gpt-5.1","packages/training-app/server/replit_integrations/batch/utils.ts","20"
"gpt-5.1","packages/training-app/server/replit_integrations/batch/utils.ts","72"
"gpt-5.1","server/replit_integrations/chat/routes.ts","85"
"gray.0","packages/training-app/client/src/pages/TrainerTraining.tsx","413"
"green.0","packages/training-app/client/src/pages/TrainerTraining.tsx","382"
"green.0","packages/training-app/client/src/pages/TrainerTraining.tsx","479"
"green.0","packages/training-app/client/src/pages/TrainerTraining.tsx","773"
"green.0","packages/training-app/client/src/pages/TrainerTraining.tsx","790"
"green.7","packages/training-app/client/src/pages/TrainerTraining.tsx","774"
"green.7","packages/training-app/client/src/pages/TrainerTraining.tsx","777"
"green.7","packages/training-app/client/src/pages/TrainerTraining.tsx","798"
"green.7","packages/training-app/client/src/pages/TrainerTraining.tsx","802"
"green.8","packages/training-app/client/src/pages/TrainerTraining.tsx","384"
"green.8","packages/training-app/client/src/pages/TrainerTraining.tsx","480"
"html2pdf.js","client/src/components/EnhancedFormRenderer.tsx","3"
"html2pdf.js","client/src/components/EnhancedReportBuilder.tsx","4"
"html2pdf.js","docs/github-export-with-rail-update/client/src/components/EnhancedFormRenderer.tsx","3"
"html2pdf.js","docs/github-export-with-rail-update/client/src/components/EnhancedReportBuilder.tsx","4"
"html2pdf.js","docs/github-export/client/src/components/EnhancedFormRenderer.tsx","3"
