"source","line","evidence"
"server/src/routes/timekeeping/laborEntryDrafts.ts","714","requireRole(""ADMIN"", ""OWNER"", ""SUPERVISOR""),"
"server/src/routes/timekeeping/myTasks.ts","359","const isElevated = user?.role === ""ADMIN"" || user?.role === ""OWNER"";"
"server/src/routes/timekeeping/payrollExport.ts","4","* All routes are gated by authenticateToken + requireRole('ADMIN', 'OWNER')."
"server/src/routes/timekeeping/payrollExport.ts","23","import { authenticateToken, requireRole } from ""../../../middleware/auth"";"
"server/src/routes/timekeeping/payrollExport.ts","84","requireRole(""ADMIN"", ""OWNER""),"
"server/src/routes/timekeeping/payrollExport.ts","111","requireRole(""ADMIN"", ""OWNER""),"
"server/src/routes/timekeeping/payrollExport.ts","145","requireRole(""ADMIN"", ""OWNER""),"
"server/src/routes/timekeeping/payrollExport.ts","179","requireRole(""ADMIN"", ""OWNER""),"
"server/src/routes/timekeeping/payrollExport.ts","198","requireRole(""ADMIN"", ""OWNER""),"
"server/src/routes/timekeeping/payrollExport.ts","227","requireRole(""ADMIN"", ""OWNER""),"
"server/src/routes/timekeeping/payrollExport.ts","271","requireRole(""ADMIN"", ""OWNER""),"
"server/src/routes/timekeeping/policySettings.ts","3","import { authenticateToken, requireRole } from ""../../../middleware/auth"";"
"server/src/routes/timekeeping/policySettings.ts","29","requireRole(""ADMIN"", ""OWNER"") as RequestHandler,"
"server/src/routes/timekeeping/policySettings.ts","39","requireRole(""ADMIN"", ""OWNER"") as RequestHandler,"
"server/src/routes/timekeeping/ptoCommandCenter.ts","3","import { requirePermission } from ""../../../middleware/requirePermission"";"
"server/src/routes/timekeeping/ptoCommandCenter.ts","15","if (role === ""ADMIN"" || role === ""OWNER"") return { isAdmin: true, caps: new Set() };"
"server/src/routes/timekeeping/ptoCommandCenter.ts","386","requirePermission(""timekeeping.pto.view_all""),"
"server/src/routes/timekeeping/ptoCommandCenter.ts","465","requirePermission(""timekeeping.pto.view_all""),"
"server/src/routes/timekeeping/ptoCommandCenter.ts","530","requirePermission(""timekeeping.pto.view_all""),"
"server/src/routes/timekeeping/ptoCommandCenter.ts","657","requirePermission(""timekeeping.pto.view_all""),"
"server/src/routes/timekeeping/ptoCommandCenter.ts","775","requirePermission(""timekeeping.pto.view_all""),"
"server/src/routes/timekeeping/ptoCommandCenter.ts","937","requirePermission(""timekeeping.pto.view_all""),"
"server/src/routes/timekeeping/ptoCommandCenter.ts","1091","requirePermission(""timekeeping.pto.view_all""),"
"server/src/routes/timekeeping/ptoCommandCenter.ts","1156","requirePermission(""timekeeping.pto.view_all""),"
"server/src/routes/timekeeping/ptoCommandCenter.ts","1264","requirePermission(""timekeeping.pto.view_all""),"
"server/src/routes/timekeeping/punches.ts","21","import { authenticateToken, requireRole, optionalAuth } from ""../../../middleware/auth"";"
"server/src/routes/timekeeping/punches.ts","984","const kioskIsAdmin = req.user?.role === ""ADMIN"" || req.user?.role === ""OWNER"";"
"server/src/routes/timekeeping/punches.ts","1321","const isAdminOrOwner = req.user?.role === ""ADMIN"" || req.user?.role === ""OWNER"";"
"server/src/routes/timekeeping/punches.ts","1555","router.post(""/punches"", authenticateToken, requireRole('ADMIN', 'OWNER'), h(async (req, res): Promise<void> => {"
"server/src/routes/timekeeping/punches.ts","1742","router.post(""/punch-corrections"", authenticateToken, requireRole('ADMIN', 'OWNER'), h(async (req, res): Promise<void> => {"
"server/src/routes/timekeeping/punches.ts","1775","const isAdmin = [""ADMIN"", ""OWNER"", ""HR""].includes(user.role);"
"server/src/routes/timekeeping/punches.ts","2037","router.patch(""/punches/:id"", authenticateToken, requireRole('ADMIN', 'OWNER'), handleAdminPunchUpdate);"
"server/src/routes/timekeeping/punches.ts","2038","router.put(""/punches/:id"", authenticateToken, requireRole('ADMIN', 'OWNER'), handleAdminPunchUpdate);"
"server/src/routes/timekeeping/punches.ts","2041","router.delete(""/punches/:id"", authenticateToken, requireRole('ADMIN', 'OWNER'), h(async (req, res): Promise<void> => {"
"server/src/routes/timekeeping/salariedTimesheets.ts","34","import { authenticateToken, authenticatePortalToken, requireRole } from ""../../../middleware/auth"";"
"server/src/routes/timekeeping/salariedTimesheets.ts","35","import { requirePermission } from ""../../../middleware/requirePermission"";"
"server/src/routes/timekeeping/salariedTimesheets.ts","185","requirePermission(""timekeeping.salaried.view_review_queue""),"
"server/src/routes/timekeeping/salariedTimesheets.ts","190","if (user?.role === ""ADMIN"" || user?.role === ""OWNER"") {"
"server/src/routes/timekeeping/salariedTimesheets.ts","223","requirePermission(""timekeeping.salaried.view_review_queue""),"
"server/src/routes/timekeeping/salariedTimesheets.ts","231","const isAdminOwner = user?.role === ""ADMIN"" || user?.role === ""OWNER"";"
"server/src/routes/timekeeping/salariedTimesheets.ts","267","router.get(""/salaried-holidays"", authenticateToken, requireRole(""ADMIN"", ""OWNER""), h(async (_req, res) => {"
"server/src/routes/timekeeping/salariedTimesheets.ts","271","router.post(""/salaried-holidays"", authenticateToken, requireRole(""ADMIN"", ""OWNER""), h(async (req, res) => {"
"server/src/routes/timekeeping/salariedTimesheets.ts","279","router.patch(""/salaried-holidays/:id"", authenticateToken, requireRole(""ADMIN"", ""OWNER""), h(async (req, res) => {"
"server/src/routes/timekeeping/salariedTimesheets.ts","288","router.delete(""/salaried-holidays/:id"", authenticateToken, requireRole(""ADMIN"", ""OWNER""), h(async (req, res) => {"
"server/src/routes/timekeeping/salariedTimesheets.ts","579","requirePermission(""timekeeping.salaried.approve_supervisor""),"
"server/src/routes/timekeeping/salariedTimesheets.ts","609","const isAdminOwner = user?.role === ""ADMIN"" || user?.role === ""OWNER"";"
"server/src/routes/timekeeping/salariedTimesheets.ts","732","requirePermission(""timekeeping.salaried.approve_supervisor""),"
"server/src/routes/timekeeping/salariedTimesheets.ts","762","const isAdminOwner = user?.role === ""ADMIN"" || user?.role === ""OWNER"";"
"server/src/routes/timekeeping/salariedTimesheets.ts","840","requirePermission(""timekeeping.salaried.approve_payroll""),"
"server/src/routes/timekeeping/salariedTimesheets.ts","965","requirePermission(""timekeeping.salaried.reopen""),"
"server/src/routes/timekeeping/timeoff.ts","3","import { authenticateToken, authenticatePortalToken, requireRole } from ""../../../middleware/auth"";"
"server/src/routes/timekeeping/timeoff.ts","4","import { requirePermission } from ""../../../middleware/requirePermission"";"
"server/src/routes/timekeeping/timeoff.ts","246","requireRole(""ADMIN"", ""OWNER""),"
"server/src/routes/timekeeping/timeoff.ts","263","requirePermission(""timekeeping.pto.view_all""),"
"server/src/routes/timekeeping/timeoff.ts","278","requirePermission(""timekeeping.pto.view_all""),"
"server/src/routes/timekeeping/timeoff.ts","290","requirePermission(""timekeeping.pto.view_all""),"
"server/src/routes/timekeeping/timeoff.ts","310","requirePermission(""timekeeping.pto.view_all""),"
"server/src/routes/timekeeping/timeoff.ts","334","requirePermission(""timekeeping.pto.view_all""),"
"server/src/routes/timekeeping/timeoff.ts","351","const isAdminOwner = user.role === ""ADMIN"" || user.role === ""OWNER"";"
"server/src/routes/timekeeping/timeoff.ts","394","requirePermission(""timekeeping.pto.submit_on_behalf""),"
"server/src/routes/timekeeping/timeoff.ts","440","const isAdminOrOwner = user.role === ""ADMIN"" || user.role === ""OWNER"";"
"server/src/routes/timekeeping/timeoff.ts","616","requireRole(""ADMIN"", ""OWNER""),"
"server/src/routes/timekeeping/timesheets.ts","21","import { authenticateToken, requireRole } from ""../../../middleware/auth"";"
"server/src/routes/timekeeping/timesheets.ts","82","router.get(""/timesheets/by-period"", authenticateToken, requireRole('ADMIN', 'OWNER'), h(async (req, res): Promise<void> => {"
"server/src/routes/timekeeping/timesheets.ts","192","router.get(""/admin/export/gusto"", authenticateToken, requireRole('ADMIN', 'OWNER'), h(async (req, res): Promise<void> => {"
"server/src/routes/timekeeping/timesheets.ts","239","router.post(""/admin/timesheets/generate"", authenticateToken, requireRole('ADMIN', 'OWNER'), h(async (req, res): Promise<void> => {"
"server/src/routes/timekeeping/timesheets.ts","274","router.patch(""/timesheets/:id"", authenticateToken, requireRole('ADMIN', 'OWNER'), h(async (req, res): Promise<void> => {"
"server/src/routes/timekeeping/timesheets.ts","332","router.post(""/timesheets/:id/certify-admin"", authenticateToken, requireRole(""ADMIN"", ""OWNER"", ""SUPERVISOR"", ""MANAGER""), h(async (req, res): Promise<void> => {"
"server/src/routes/timekeeping/timesheets.ts","361","router.post(""/timesheets/:id/approve"", authenticateToken, requireRole('ADMIN', 'OWNER', 'SUPERVISOR', 'MANAGER'), h(async (req, res): Promise<void> => {"
"server/src/routes/timekeeping/timesheets.ts","370","router.post(""/timesheets/:id/reject"", authenticateToken, requireRole('ADMIN', 'OWNER', 'SUPERVISOR', 'MANAGER'), h(async (req, res): Promise<void> => {"
"server/src/routes/timekeeping/timesheets.ts","388","const isAdmin = user?.role === ""ADMIN"" || user?.role === ""OWNER"";"
"server/src/routes/timekeeping/timesheets.ts","413","const isAdmin = user?.role === ""ADMIN"" || user?.role === ""OWNER"";"
"server/src/routes/timekeeping/timesheets.ts","457","const isAdmin = user.role === ""ADMIN"" || user.role === ""OWNER"";"
"server/src/routes/timekeeping/timesheets.ts","472","router.post(""/timesheets/:id/recalculate"", authenticateToken, requireRole('ADMIN', 'OWNER'), h(async (req, res): Promise<void> => {"
"server/src/routes/timekeeping/timesheets.ts","486","router.post(""/timesheets/:id/lock"", authenticateToken, requireRole('ADMIN', 'OWNER'), h(async (req, res): Promise<void> => {"
"server/src/routes/timekeeping/timesheets.ts","500","router.get(""/timesheets/:id/audit-trail"", authenticateToken, requireRole('ADMIN', 'OWNER', 'HR'), h(async (req, res): Promise<void> => {"
"server/src/routes/timekeeping.ts","2","import { authenticateToken, requireRole } from '../../middleware/auth';"
"server/src/routes/timekeeping.ts","119","const punchIsAdmin = user.role === 'ADMIN' || user.role === 'OWNER';"
"server/src/routes/timekeeping.ts","226","requireRole('ADMIN'),"
"server/src/routes/timekeeping.ts","281","router.get('/admin/projects', authenticateToken, requireRole('ADMIN', 'OWNER'), async (_req: Request, res: Response) => {"
"server/src/routes/timekeeping.ts","297","router.post('/admin/job-allocate', authenticateToken, requireRole('ADMIN', 'OWNER'), async (req: Request, res: Response) => {"
"server/src/routes/timekeeping.ts","369","router.get('/admin/job-allocations/:jobId', authenticateToken, requireRole('ADMIN', 'OWNER'), async (req: Request, res: Response) => {"
"server/src/routes/traceability.ts","22","import { requirePermission } from '../../middleware/requirePermission';"
"server/src/routes/traceability.ts","39","router.use(requirePermission('inventory.traceability.view'));"
"server/src/routes/training.ts","2","import { requirePermission } from '../../middleware/requirePermission';"
"server/src/routes/training.ts","645","router.post('/modules', requirePermission('training.manage_content'), async (req, res) => {"
"server/src/routes/training.ts","662","router.post('/modules/:id/questions', requirePermission('training.manage_content'), async (req, res) => {"
"server/src/routes/training.ts","718","router.patch('/modules/:id', requirePermission('training.manage_content'), async (req, res) => {"
"server/src/routes/training.ts","1165","router.delete('/modules/:id', requirePermission('training.manage_content'), async (req, res) => {"
"server/src/routes/training.ts","1554","router.post('/employee/records', requirePermission('training.record_completion'), async (req, res) => {"
"server/src/routes/training.ts","1596","router.post('/quiz/submit', requirePermission('training.record_completion'), async (req, res) => {"
"server/src/routes/travelers.ts","17","import { requirePermission } from '../../middleware/requirePermission';"
"server/src/routes/travelers.ts","19","import { requireScopedCapability, ScopedForbiddenError } from '../permissions';"
"server/src/routes/travelers.ts","852","requirePermission('work_orders.override_charges'),"
"server/src/routes/travelers.ts","1231","requirePermission('work_orders.override_charges'),"
"server/src/routes/travelers.ts","1652","requirePermission('work_orders.override_charges'),"
"server/src/routes/travelers.ts","1780","requirePermission('spec_sheets.history.view'),"
"server/src/routes/travelers.ts","2437","requirePermission('travelers.start'),"
"server/src/routes/travelers.ts","2478","requirePermission('travelers.finish'),"
"server/src/routes/travelers.ts","3083","requirePermission('work_orders.override_charges'),"
"server/src/routes/travelers.ts","3130","// Authorization is enforced by requirePermission('work_orders.override_charges') on the route."
"server/src/routes/travelers.ts","3766","requirePermission('travelers.sign_qc'),"
"server/src/routes/travelers.ts","3812","await requireScopedCapability(signingUser, 'travelers.sign_qc', {"
"server/src/routes/users.ts","62","import { authenticateToken, requireRole } from '../../middleware/auth';"
"server/src/routes/users.ts","63","import { requirePermission } from '../../middleware/requirePermission';"
"server/src/routes/users.ts","84","// ADMIN and OWNER roles can manage users; specific mutations are further gated by requirePermission"
"server/src/routes/users.ts","86","router.use(requireRole('ADMIN', 'OWNER'));"
"server/src/routes/users.ts","179","router.post('/', requirePermission('admin.manage_users'), async (req, res) => {"
"server/src/routes/users.ts","285","router.put('/:id', requirePermission('admin.manage_users'), async (req, res) => {"
"server/src/routes/users.ts","411","router.delete('/:id', requirePermission('admin.manage_users'), async (req, res) => {"
"server/src/routes/vendorDebarmentChecks.ts","17","import { requirePermission } from '../../middleware/requirePermission';"
"server/src/routes/vendorDebarmentChecks.ts","22","router.get('/vendor/:vendorId', requirePermission('purchasing.view_requisitions'), async (req: Request, res: Response) => {"
"server/src/routes/vendorDebarmentChecks.ts","31","router.get('/vendor/:vendorId/freshness', requirePermission('purchasing.view_requisitions'), async (req, res) => {"
"server/src/routes/vendorDebarmentChecks.ts","49","router.post('/', requirePermission('purchasing.record_debarment_check'), async (req: Request, res: Response) => {"
"server/src/routes/vendorPOs.ts","15","import { requirePermission } from '../../middleware/requirePermission';"
"server/src/routes/vendorPOs.ts","1431","router.post('/', requirePermission('purchasing.manage_pos'), async (req: Request, res: Response) => {"
"server/src/routes/vendorPOs.ts","1481","router.put('/:id', requirePermission('purchasing.manage_pos'), async (req: Request, res: Response) => {"
"server/src/routes/vendorPOs.ts","1700","router.post('/:id/void', requirePermission('purchasing.manage_pos'), async (req: Request, res: Response) => {"
"server/src/routes/vendorPOs.ts","1748","router.delete('/:id', requirePermission('purchasing.manage_pos'), (_req: Request, res: Response) => {"
"server/src/routes/vendorPOs.ts","2569","// requirePermission contract)."
"server/src/routes/vendorPOs.ts","2570","router.post('/:id/direct-po-exception', requirePermission('purchasing.direct_po_exception'), async (req: Request, res: Response) => {"
"server/src/routes/vendorPOs.ts","2648","router.post('/:id/issue', requirePermission('purchasing.approve_po'), async (req: Request, res: Response) => {"
"server/src/routes/weeklySchedule.ts","4","import { requirePermission } from '../../middleware/requirePermission';"
"server/src/routes/weeklySchedule.ts","19","router.post('/', requirePermission('scheduling.manage'), async (req: Request, res: Response) => {"
"server/src/routes/weeklySchedule.ts","30","router.post('/batch', requirePermission('scheduling.manage'), async (req: Request, res: Response) => {"
"server/src/routes/weeklySchedule.ts","71","router.patch('/:id', requirePermission('scheduling.manage'), async (req: Request, res: Response) => {"
"server/src/routes/weeklySchedule.ts","88","router.delete('/:id', requirePermission('scheduling.manage'), async (req: Request, res: Response) => {"
"server/src/routes/weeklySchedule.ts","99","router.delete('/week/:weekStartDate', requirePermission('scheduling.manage'), async (req: Request, res: Response) => {"
"server/src/routes/workOrders.ts","43","import { requirePermission } from '../../middleware/requirePermission';"
"server/src/routes/workOrders.ts","44","import { requireScopedCapability, ScopedForbiddenError } from '../permissions';"
"server/src/routes/workOrders.ts","217","if (!user || !supervisorRoles.includes(user.role)) {"
"server/src/routes/workOrders.ts","229","allowedRoles: ['PROJECT_MANAGER', 'ADMIN', 'OWNER'],"
"server/src/routes/workOrders.ts","234","allowedRoles: ['ENGINEERING', 'ADMIN', 'OWNER'],"
"server/src/routes/workOrders.ts","239","allowedRoles: ['QUALITY', 'QC', 'MANAGER', 'ADMIN', 'OWNER'],"
"server/src/routes/workOrders.ts","244","allowedRoles: ["
"server/src/routes/workOrders.ts","256","allowedRoles: ['EXECUTIVE', 'OWNER', 'ADMIN'],"
"server/src/routes/workOrders.ts","268","WAD_APPROVAL_MATRIX.map((slot) => [slot.key, slot.allowedRoles])"
"server/src/routes/workOrders.ts","732","requirePermission('work_orders.release'),"
"server/src/routes/workOrders.ts","818","requirePermission('work_orders.release'),"
"server/src/routes/workOrders.ts","1076","requirePermission('work_orders.release'),"
"server/src/routes/workOrders.ts","1706","requirePermission('work_orders.release'),"
"server/src/routes/workOrders.ts","1958","requirePermission('work_orders.override_charges'),"
"server/src/routes/workOrders.ts","2080","await requireScopedCapability("
"server/src/routes/workOrders.ts","2366","requirePermission('work_orders.release'),"
"server/src/routes/workOrders.ts","2392","await requireScopedCapability(releasingUser, 'work_orders.release', {"
"server/src/routes/workOrders.ts","2623","const isSupervisor = SUPERVISOR_ROLES.includes(authUser.role);"
"server/src/routes/workOrders.ts","2696","requirePermission('work_orders.approve_overrun'),"
"server/src/routes/workOrders.ts","2891","return user && PRODUCTION_SUPERVISOR_ROLES.includes(user.role);"
"server/src/routes/workOrders.ts","4026","requirePermission('work_orders.release'),"
"server/src/routes/workOrders.ts","4187","requirePermission('work_orders.release'),"
"server/src/routes/workOrders.ts","4221","requirePermission('work_orders.release'),"
"server/src/routes/workOrders.ts","4361","requirePermission('work_orders.release'),"
"server/src/routes/workOrders.ts","4431","allowedRoles: allowedForSlot,"
"server/src/services/certificationAuthorizationService.ts","15","export async function requireApplicableAuthorization(input: {"
"server/src/services/cmmcEvidenceMapping.ts","58","{ evidenceType: 'permission', evidenceRef: 'requireAdminOrOwner / requireScopedCapability', evidenceDescription: 'Route-level middleware limits each endpoint to only the roles/capabilities authorized for that transaction type (RBAC via permissionService.ts).' },"
"server/src/services/cmmcEvidenceMapping.ts","74","{ evidenceType: 'permission', evidenceRef: 'requireScopedCapability (work_orders.release)', evidenceDescription: 'Scoped capability grants prevent the same user from both creating and releasing work orders.' },"
"server/src/services/designControlApprovalService.ts","328","actor.role === 'ADMIN' || actor.role === 'OWNER'"
"server/src/services/designControlApprovalService.ts","405","const bypass = actor.role === 'ADMIN' || actor.role === 'OWNER';"
"server/src/services/designControlApprovalService.ts","971","requiredRolesSnapshot: [...(slot.allowedRoles ?? [])],"
"server/src/services/designControlApprovalService.ts","1348","allowedRoles: slot.allowedRoles ?? [],"
"server/src/services/designControlStructuredLifecycleService.ts","353","(input.actor.role === 'ADMIN' || input.actor.role === 'OWNER')"
"server/src/services/materialIssueOverridePolicy.ts","11","*   1. A new entry below with `bypassesGates`, `allowedRoles`, and a"
"server/src/services/materialIssueOverridePolicy.ts","38","allowedRoles: ReadonlyArray<string>;"
"server/src/services/materialIssueOverridePolicy.ts","51","allowedRoles: ['Production Supervisor', 'Manufacturing Manager'],"
"server/src/services/materialIssueOverridePolicy.ts","61","allowedRoles: ['Manufacturing Manager'],"
"server/src/services/materialIssueOverridePolicy.ts","70","allowedRoles: ['Quality Manager', 'Compliance Manager'],"
"server/src/services/materialIssueOverridePolicy.ts","79","allowedRoles: ['Quality Manager'],"
"server/src/services/materialIssueOverridePolicy.ts","97","allowedRoles: ['OWNER', 'Plant Manager'],"
"server/src/services/materialIssueOverridePolicy.ts","154","if (!override.approverRole || !spec.allowedRoles.includes(override.approverRole)) {"
"server/src/services/materialIssueOverridePolicy.ts","159","`Allowed: ${spec.allowedRoles.join(', ')}.`,"
"server/src/services/permissionService.ts","118","export async function userHasScopedCapability("
"server/src/services/permissionService.ts","153","console.warn('[userHasScopedCapability] Unexpected DB error — denying access', { userId, capabilityKey, err });"
"server/src/services/policiesService.ts","242","if (roles.length > 0 && !roles.includes(opts.role)) return false;"
"server/src/services/policiesService.ts","275","const eligible = allUsers.filter((u) => (roles.length === 0 ? true : roles.includes(u.role)));"
"server/src/services/productionControl/productionControlTemplateService.ts","183","if (!(TEMPLATE_APPROVER_ROLES as readonly string[]).includes(approverCtx.role)) {"
"server/src/services/timekeeping/punchCorrections.service.ts","305","if (![""ADMIN"", ""OWNER"", ""HR""].includes(reviewerUser.role)) {"
"server/src/validateCapabilities.ts","7","* for TypeScript source files containing requirePermission() calls."
"server/src/validateCapabilities.ts","9","* that calls requirePermission() is automatically included."
"server/src/validateCapabilities.ts","17","* Regex that matches the string literal passed to requirePermission()."
"server/src/validateCapabilities.ts","19","*   requirePermission('work_orders.release')"
"server/src/validateCapabilities.ts","20","*   requirePermission(""time.edit_entry"")"
"server/src/validateCapabilities.ts","22","const REQUIRE_PERMISSION_RE = /requirePermission\(['""]([^'""]+)['""]\)/g;"
"server/src/validateCapabilities.ts","43","* capability key that appears as a literal argument to requirePermission()."
"server/src/validateCapabilities.ts","71","*    passed to requirePermission() — no manually maintained file list needed."
"server/src/validateCapabilities.ts","88","`[validateCapabilityKeys] STARTUP FAILURE: No requirePermission() callsites were ` +"
"server/src/validateCapabilities.ts","107","`used in requirePermission() calls but are MISSING from the perm_capabilities table:\n${list}\n\n` +"
"server/storage.ts","772","import { userHasScopedCapability as _userHasScopedCapability } from './src/services/permissionService';"
"server/storage.ts","3213","userHasScopedCapability(userId: number, userRole: string | undefined, capabilityKey: string, context: { department?: string | null; projectId?: string | null }): Promise<boolean>;"
"server/storage.ts","28125","async userHasScopedCapability("
"server/storage.ts","28131","return _userHasScopedCapability(userId, userRole, capabilityKey, context);"
"server/__tests__/auditLimitClamping.test.ts","19","requireRole: vi.fn(() => (_req: Request, _res: Response, next: NextFunction) => next()),"
"server/__tests__/auditReadinessArchitecture.test.ts","17","expect(route).toContain(""requirePermission('qms.audit_readiness.view')"");"
"server/__tests__/auditReadinessArchitecture.test.ts","18","expect(route).toContain(""requirePermission('qms.audit_readiness.approve')"");"
"server/__tests__/auditReadinessArchitecture.test.ts","19","expect(route).toContain(""requirePermission('qms.audit_readiness.export')"");"
"server/__tests__/certificationAuthorizationMatrixArchitecture.test.ts","64","'requireApplicableAuthorization({ employeeId: options.employeeId'"
"server/__tests__/changeControlRouteScope.test.ts","8","vi.mock('../middleware/requirePermission', () => ({"
"server/__tests__/changeControlRouteScope.test.ts","9","requirePermission: () => (_req: unknown, _res: unknown, next: () => void) => next(),"
"server/__tests__/checklistsLimitClamping.test.ts","20","requireRole: vi.fn(() => (_req: Request, _res: Response, next: NextFunction) => next()),"
"server/__tests__/controlledDocumentLifecycleHardening.test.ts","78","expect(route).toContain(`requirePermission('${capability}')`);"
"server/__tests__/controlledDocumentPhase1ACompatibility.test.ts","19","""requirePermission('documents.view'), requireStepUp(), async"""
"server/__tests__/controlledDocumentPhase1BReconciliation.test.ts","243","expect(route).toContain(`requirePermission('${permission}')`);"
"server/__tests__/controlledDocumentPhase2ApproveRelease.test.ts","99","/approve-and-release[\s\S]*requirePermission\('documents\.approve'\)[\s\S]*requireStepUp\(\)/"
"server/__tests__/controlledDocumentReleasedRevisionAccess.test.ts","109","""requirePermission('documents.view'), requireStepUp(), async"""
"server/__tests__/conversationalDraftEndpoint.test.ts","53","requireRole: vi.fn("
"server/__tests__/costAccountingNewEndpoints.test.ts","29","requireRole: vi.fn("
"server/__tests__/departmentReassignRoleEnforcement.test.ts","13","requireRole: vi.fn((..._roles: string[]) =>"
"server/__tests__/designControlAuthenticatedApprovals.test.ts","55","expect(slot.allowedRoles?.length).toBeGreaterThan(0);"
"server/__tests__/designControlAuthorityFoundation.test.ts","114","""requirePermission('design.control.create')"""
"server/__tests__/designControlAuthorityFoundation.test.ts","117","""requirePermission('design.control.admin')"""
"server/__tests__/designControlFormTemplates.test.ts","231","expect(route).toContain(`requirePermission('${capability}')`);"
"server/__tests__/designControlProductionReadiness.test.ts","10","const permissions = read('server/middleware/requirePermission.ts');"
"server/__tests__/designControlProductionReadiness.test.ts","40","expect(permissions).toContain('requireAnyPermission');"
"server/__tests__/designHistoryFiles.test.ts","64","expect(routes).toContain(""requirePermission('design.dhf.admin')"");"
"server/__tests__/designHistoryFiles.test.ts","137","expect(routes).toContain(`requirePermission('${permission}')`);"
"server/__tests__/designProjectConfigurationSecurityPostgres.test.ts","5","vi.mock('../middleware/requirePermission', () => ({"
"server/__tests__/designProjectConfigurationSecurityPostgres.test.ts","6","requirePermission: () => (_req: unknown, _res: unknown, next: () => void) =>"
"server/__tests__/designProjectConfigurationWorkspacePhase2.test.ts","58","/requirePermission\('design\.configuration\.edit'\)/g"
"server/__tests__/designProjectConfigurationWorkspacePhase2.test.ts","62","""requirePermission('design.configuration.applicability.approve')"""
"server/__tests__/designProjectConfigurationWorkspacePhase2.test.ts","101","""requirePermission('design.configuration.applicability.approve')"""
"server/__tests__/employeePinValidation.test.ts","68","requireRole: vi.fn(() => (_req: Request, _res: Response, next: NextFunction) => next()),"
"server/__tests__/employeeRoleSync.test.ts","68","requireRole: vi.fn(() => (_req: Request, _res: Response, next: NextFunction) => next()),"
"server/__tests__/engineeringChangeNotices.test.ts","305","expect(routes).toContain(`requirePermission('${capability}')`);"
"server/__tests__/engineeringChangeRequests.test.ts","225","expect(routes).toContain(`requirePermission('${capability}')`);"
"server/__tests__/epochSoftwareValidationIdempotencyArchitecture.test.ts","69","expect(route).toContain(""requirePermission('EPOCH_VALIDATION_ADMIN')"");"
"server/__tests__/epochSoftwareValidationReadinessArchitecture.test.ts","35","""router.post('/:id/audit-readiness-na',requirePermission('EPOCH_VALIDATION_FINAL_APPROVE')"""
"server/__tests__/epochSoftwareValidationReadinessArchitecture.test.ts","41","""router.post('/:id/confirm-deployment-date',requirePermission('EPOCH_VALIDATION_EDIT')"""
"server/__tests__/epochSoftwareValidationReadinessArchitecture.test.ts","44","""router.post('/:id/confirm-environment-separation',requirePermission('EPOCH_VALIDATION_EDIT')"""
"server/__tests__/epochSoftwareValidationWizardPhase1Architecture.test.ts","75","route.match(/requirePermission\('EPOCH_VALIDATION_EDIT'\)/g)?.length"
"server/__tests__/epochSoftwareValidationWizardPhase1Architecture.test.ts","89","""requirePermission('EPOCH_VALIDATION_EDIT')"""
"server/__tests__/epochSoftwareValidationWizardPhase1Architecture.test.ts","92","""requirePermission('EPOCH_VALIDATION_EDIT')"""
"server/__tests__/estimatingLimitClamping.test.ts","32","requireRole: vi.fn(() => (_req: Request, _res: Response, next: NextFunction) => next()),"
"server/__tests__/inventoryTransactionsLimitClamping.test.ts","43","requireRole: vi.fn(() => (_req: any, _res: any, next: any) => next()),"
"server/__tests__/kioskIdentify.test.ts","63","requireRole: vi.fn(() => (_req, _res, next) => next()),"
"server/__tests__/laborBudgetIntegration.test.ts","75","requireRole: vi.fn(() => (_req: Request, _res: Response, next: NextFunction) => next()),"
"server/__tests__/laborFactsLimitClamping.test.ts","24","requireRole: vi.fn(() => (_req: any, _res: any, next: any) => next()),"
"server/__tests__/laborSessionsIntegration.test.ts","50","requireRole: vi.fn(() => (_req: Request, _res: Response, next: NextFunction) => next()),"
"server/__tests__/mediaDownloadRoute.test.ts","40","requireRole: vi.fn(() => (_req: unknown, _res: unknown, next: () => void) => next()),"
"server/__tests__/p1FulfillmentRoute.test.ts","18","expect(routeSource).toContain(""requirePermission('shipping.view')"");"
"server/__tests__/p1POQuantityAdjustmentRouteContract.test.ts","22","expect(routeSource).toContain(""requirePermission('purchasing.manage_pos')"");"
"server/__tests__/p2CertEnforcement.test.ts","83","requireRole: vi.fn("
"server/__tests__/p2PackingSlipEditRoute.test.ts","30","// requireRole is a faithful re-implementation that returns 403 when the"
"server/__tests__/p2PackingSlipEditRoute.test.ts","35","requireRole:"
"server/__tests__/p2PackingSlipEditRoute.test.ts","38","if (!req.user || !roles.includes(req.user.role)) {"
"server/__tests__/p2PackingSlipEditRoute.test.ts","572","// requireRole short-circuits before the handler runs — no SELECT, no"
"server/__tests__/packingSlipRoute.test.ts","83","requireRole: vi.fn("
"server/__tests__/payrollExportPhase1.test.ts","540","/authenticateToken,\s*requireRole\(\s*[""']ADMIN[""']\s*,\s*[""']OWNER[""']\s*\)/g,"
"server/__tests__/payrollExportPhase1.test.ts","563","expect(readinessRoute).toContain('requireRole(""ADMIN"", ""OWNER"")');"
"server/__tests__/permissionEnforcement.test.ts","46","requireRole: vi.fn(() => (_req: Request, _res: Response, next: NextFunction) => next()),"
