"source","line","evidence"
"server/__tests__/permissionEnforcement.test.ts","651","it(`${role} bypasses requirePermission without calling getUserPermissions`, async () => {"
"server/__tests__/permissionEnforcement.test.ts","676","describe('userHasScopedCapability — FLOOR_OPERATOR with no scope rows falls back to role check', () => {"
"server/__tests__/permissionEnforcement.test.ts","689","const { userHasScopedCapability: realFn } ="
"server/__tests__/permissionEnforcement.test.ts","706","const { userHasScopedCapability: realFn } ="
"server/__tests__/permissionEnforcement.test.ts","723","const { userHasScopedCapability: realFn } ="
"server/__tests__/pinRateLimiter.test.ts","76","requireRole: vi.fn(() => (_req: Request, _res: Response, next: NextFunction) => next()),"
"server/__tests__/projectClosingGate.test.ts","130","userHasScopedCapability: vi.fn("
"server/__tests__/projectFormInstances.test.ts","339","expect(routes).toContain(`requirePermission('${capability}')`);"
"server/__tests__/projectFormTemplateReadinessUi.test.ts","15","expect(routes).toContain(""requirePermission('design.forms.view')"");"
"server/__tests__/punchBroadcast.test.ts","58","requireRole: vi.fn(() => (_req: Request, _res: Response, next: NextFunction) => next()),"
"server/__tests__/punchDeleteHandler.test.ts","71","requireRole: vi.fn(() => (_req: Request, _res: Response, next: NextFunction) => next()),"
"server/__tests__/punchEditWhichDiscriminator.test.ts","68","requireRole: vi.fn(() => (_req: Request, _res: Response, next: NextFunction) => next()),"
"server/__tests__/qmsChangeControl.test.ts","92","expect(routes).toContain(`requirePermission('${capability}')`);"
"server/__tests__/qualityActionCompletion.test.ts","45","expect(routes).toContain(`requirePermission('${capability}')`);"
"server/__tests__/receiptReversalContract.test.ts","28","expect(routes).toContain(""const requireReceiptReversalAccess = requireRole('ADMIN', 'OWNER')"");"
"server/__tests__/shippedOrderProductionForensics.test.ts","13","expect(source).toContain(""requireRole('ADMIN', 'OWNER')"");"
"server/__tests__/ticketOwnerReassignment.test.ts","46","requireRole: vi.fn(() => (_req: Request, _res: Response, next: NextFunction) => next()),"
"server/__tests__/timesheetPermissionEnforcement.test.ts","39","requireRole: vi.fn((..._roles: string[]) =>"
"server/__tests__/timesheetPermissionEnforcement.test.ts","45","import { requireRole } from '../middleware/auth';"
"server/__tests__/timesheetPermissionEnforcement.test.ts","72","vi.mocked(requireRole).mockReturnValue("
"server/__tests__/timesheetPermissionEnforcement.test.ts","78","vi.mocked(requireRole).mockReturnValue("
"server/__tests__/traceabilityRoutes.test.ts","22","vi.mock('../middleware/requirePermission', () => ({"
"server/__tests__/traceabilityRoutes.test.ts","23","requirePermission: vi.fn(() => (_req: Request, _res: Response, next: NextFunction) => next()),"
"server/__tests__/travelerGatesIntegration.test.ts","70","vi.mock('../middleware/requirePermission', () => ({"
"server/__tests__/travelerGatesIntegration.test.ts","71","requirePermission: () => (_req: Request, _res: Response, next: NextFunction) => next(),"
"server/__tests__/travelerGatesIntegration.test.ts","79","requireScopedCapability: () => (_req: Request, _res: Response, next: NextFunction) => next(),"
"server/__tests__/travelerGatesIntegration.test.ts","125","requireRole: vi.fn(() => (_req: Request, _res: Response, next: NextFunction) => next()),"
"server/__tests__/vendorDocMigration.test.ts","75","requireRole: vi.fn(() => (_req: unknown, _res: unknown, next: () => void) => next()),"
